time,producer-service-1_throughput,producer-service-2_throughput,producer-service-3_throughput,producer-service-4_throughput,total_throughput,producer-service-1_latency,producer-service-2_latency,producer-service-3_latency,producer-service-4_latency,average_latency
2021-05-05T20:32:16.000Z,17536,19765,14488,16946,68735,1099.4725136861314,1095.0629395395902,1336.3801076753175,1012.991561430426,1135.9767805828662
2021-05-05T20:32:17.000Z,15026,18359,19095,18987,71467,1194.0256222547584,1017.1789313143418,1297.3657501963864,1122.2322641807552,1157.7006419865604
2021-05-05T20:32:18.000Z,12945,18690,18555,15756,65946,1357.3242178447276,1075.0981808453719,1048.3491242252762,1135.9178725564864,1154.1723488679656
2021-05-05T20:32:19.000Z,17826,16221,24249,15150,73446,1299.1115224952316,1061.8828678873065,899.978225906223,1254.4571617161716,1128.8574445012332
2021-05-05T20:32:20.000Z,16325,17109,18382,14829,66645,1074.5979173047474,1157.9935121865685,989.0958002393646,1283.4920089014768,1126.2948096580394
2021-05-05T20:32:21.000Z,15642,12064,14478,20261,62445,1151.5352256744661,1316.1451425729442,1253.4481972648157,1099.20408666897,1205.083163045299
2021-05-05T20:32:22.000Z,16490,17179,16767,18536,68972,1275.6359005457853,1389.4205716281506,1260.9085107651936,1012.6130233059991,1234.6445015612821
2021-05-05T20:32:23.000Z,18748,17711,17135,17521,71115,1140.8166204395136,1095.38320817571,1213.6196089874527,1083.317219336796,1133.284164234868
2021-05-05T20:32:24.000Z,19215,16875,18016,17521,71627,968.0506375227686,1127.7931851851852,1205.4934502664298,1079.138919011472,1095.119047996464
2021-05-05T20:32:25.000Z,15862,19923,19344,20905,76034,1092.485436893204,1116.0843748431462,1080.3653846153845,1044.3252810332456,1083.315119346245
2021-05-05T20:32:26.000Z,16615,21294,17649,17465,73023,1273.479325910322,891.5413731567578,1040.419513853476,1043.8714572001145,1062.3279175301675
2021-05-05T20:32:27.000Z,19081,14848,17738,15688,67355,963.6228185105603,1006.3682650862069,1230.8223587777652,1100.4773712391636,1075.322703403424
2021-05-05T20:32:28.000Z,18903,17117,19550,17701,73271,1109.240808337301,1191.0028626511655,997.632020460358,1135.5568047002994,1108.358124037281
2021-05-05T20:32:29.000Z,19643,16452,17012,16139,69246,939.5092399328005,1227.934172137126,1113.2532917940277,1169.9633806307702,1112.665021123681
2021-05-05T20:32:30.000Z,16574,18307,15145,17099,67125,1093.2299987932906,1067.7305402305128,1313.9152855727964,1170.4387975905024,1161.3286555467757
2021-05-05T20:32:31.000Z,15400,18643,16379.999999999998,14877,65300,1205.615974025974,1060.228664914445,1257.2319291819292,1211.1984943200914,1183.56876561061
2021-05-05T20:32:32.000Z,16708,18960,13366,16943,65977,1242.3606655494375,1027.5831751054852,1330.969923686967,1238.5771705128961,1209.8727337136963
2021-05-05T20:32:33.000Z,15861,17434,18497,13700,65492,1173.2084357858898,1041.9946655959618,1313.6847596907608,1167.3682481751825,1174.0640273119488
2021-05-05T20:32:34.000Z,14698,17984,20139,15595,68416,1301.0121785276908,1122.4803714412812,981.8763096479468,1364.7400448861815,1192.527226125775
2021-05-05T20:32:35.000Z,16446,16673,17579,17577,68275,1236.3070655478537,1142.222215558088,1129.2220262813585,1136.0530238379702,1160.9510828063176
2021-05-05T20:32:36.000Z,14590,16490,12760,19868,63708,1134.6790267306374,1125.9516070345665,1321.2027429467084,1067.231377088786,1162.2661884501747
2021-05-05T20:32:37.000Z,15752,14110,19727,18250,67839,1357.7485398679532,1331.0927710843373,1300.5149794697622,900.0219726027398,1222.344565756198
2021-05-05T20:32:38.000Z,18142,21870,19556,15916,75484,1140.948407011355,1059.8052583447645,1015.535487829822,1293.843993465695,1127.5332866629092
2021-05-05T20:32:39.000Z,16940,18741,19971,16635,72287,1120.3791617473435,976.4304999733205,1050.105853487557,1111.063240156297,1064.4946888411296
2021-05-05T20:32:40.000Z,17602,18770,17042,17311,70725,1054.1068060447676,1059.5602024507193,1051.403943199155,1176.5140662006816,1085.3962544738308
2021-05-05T20:32:41.000Z,15327,20300,16202.000000000002,19367,71196,1210.3607359561558,916.71,1250.9076039995061,1054.6178034801467,1108.1490358589522
2021-05-05T20:32:42.000Z,19587,15599,17716,22482,75384,1143.8287639761065,1119.9962818129368,1130.8673515466246,924.7958366693355,1079.8720585012509
2021-05-05T20:32:43.000Z,15627,22221,13541,19443,70832,1112.9621808408524,997.5418748031142,1349.760431282771,942.0269505734711,1100.5728593750523
2021-05-05T20:32:44.000Z,19531,15763,18055,18926,72275,1084.0056320720905,1010.1205354310728,1353.5224037662697,1022.1518545915671,1117.45010646525
2021-05-05T20:32:45.000Z,13875,19636,18455,18188,70154,1119.3701621621622,1090.7649724994908,1083.4069357897588,1067.983615570706,1090.3814215055295
2021-05-05T20:32:46.000Z,16906,17037,18048,18313,70304,1343.346859103277,1025.4014791336504,1107.2650155141844,1096.0669469775569,1143.0200751821671
2021-05-05T20:32:47.000Z,17553,22328,19959,18193,78033,1112.5371161624794,1030.3977517018989,1065.0190390300115,948.4957401198263,1039.112411753554
2021-05-05T20:32:48.000Z,16698,19615,16791,19696,72800,1135.7127799736495,921.0693856742289,1029.3407777976297,1049.9223700243704,1034.0113283674696
2021-05-05T20:32:49.000Z,14907,15381,20368,19523,70179,1146.4827933185752,1085.794421689097,1180.0771798900237,944.7909132817703,1089.2863270448665
2021-05-05T20:32:50.000Z,15320,15144,20351,17494,68309,1296.4915796344646,1239.3315504490226,889.6300918873766,1150.8792728935634,1144.083123716107
2021-05-05T20:32:51.000Z,17287,22153,15394,16140.999999999998,70975,1249.7807601087522,1050.5843000947953,1121.6817591269325,1136.5592590298,1139.6515195900702
2021-05-05T20:32:52.000Z,19154,18264,17173,17766,72357,1051.4768194632975,1007.1101620674551,1252.8202410761078,1093.55628729033,1101.2408774742976
2021-05-05T20:32:53.000Z,13962,17668,16239.999999999998,16545,64415,1073.4672682996704,1018.4024790581843,1257.274199507389,1085.5553339377454,1108.6748202007475
2021-05-05T20:32:54.000Z,16920,18239,16831,18784,70774,1271.348108747045,1102.059433082954,1226.7127918721408,1067.5583475298126,1166.919670307988
2021-05-05T20:32:55.000Z,17259,17759,18793,12707,66518,1236.3180369662205,1103.194267695253,1133.8313201724047,1277.7665853466592,1187.7775525451343
2021-05-05T20:32:56.000Z,17826,17022,17600,13072,65520,1066.1813082015035,1068.702561391141,1173.3899431818181,1492.9266370869034,1200.3001124653415
2021-05-05T20:32:57.000Z,12571,17867,14714,15167,60319,1270.4818232439743,1148.2875132926624,1195.8179964659507,1381.5323399485726,1249.02991823779
2021-05-05T20:32:58.000Z,18727,18603,18835,19275,75440,1174.748811875901,1108.903133903134,1191.2517122378551,1123.7491050583658,1149.663190768814
2021-05-05T20:32:59.000Z,18150,17846,18963,18349,73308,1070.0547107438017,1057.88193432702,1155.139693086537,1034.339092048613,1079.353857551493
2021-05-05T20:33:00.000Z,21535,15927,14667,19146,71275,942.5593684699327,1150.964462861807,1125.0899297743233,1043.697430272642,1065.5777978446763
2021-05-05T20:33:01.000Z,15254,16082.999999999998,18428,20082,69847,1091.3550544119576,1236.434682584095,1267.919524636423,971.7089433323374,1141.8545512412034
2021-05-05T20:33:02.000Z,15062,16714,17705,16178.999999999998,65660,1278.9405789403797,1198.0719157592437,1075.0014120304998,1080.531924099141,1158.1364577073161
2021-05-05T20:33:03.000Z,15000,20969,19197,19029,74195,1273.2548666666667,997.2843244789927,1126.3046309319163,1175.1999054075359,1143.010931871278
2021-05-05T20:33:04.000Z,16343,15229,17088,16151,64811,1245.95086581411,1059.430560115569,1009.3018492509364,1128.3238189585784,1110.7517735347985
2021-05-05T20:33:05.000Z,12703,17611,19144,18366,67824,1317.4418641265843,1229.8217591278178,1171.655714584204,1090.7414788195579,1202.415204164541
2021-05-05T20:33:06.000Z,18254,19027,17118,16354,70753,1266.9170592746796,1033.9496504966626,1137.2094870896133,1032.8109331050507,1117.7217824915017
2021-05-05T20:33:07.000Z,17236,16717,18873,12878,65704,1130.1329774889766,1001.3414488245498,1123.3320086896624,1300.6989439353938,1138.8763447346455
2021-05-05T20:33:08.000Z,20295,17919,15274,20281,73769,1013.1900960827791,1265.3713376862547,1193.7787743878487,1163.0537448843745,1158.8484882603143
2021-05-05T20:33:09.000Z,18912,18279,15740,14245,67176,1000.4574344331642,974.1757754800591,1264.1289707750952,1145.4805194805194,1096.0606750422094
2021-05-05T20:33:10.000Z,16517,18278,16073,18936,69804,1087.7897317914876,1156.122168727432,1257.3538231817333,1103.3876742712293,1151.1633494929706
2021-05-05T20:33:11.000Z,21460,15624,15028,18644,70756,1082.6951071761416,1078.6791474654378,1228.7454751131222,1116.3402703282557,1126.6150000207394
2021-05-05T20:33:12.000Z,16332.999999999998,17822,18722,17780,70657,990.777321986163,1111.2785321512738,1307.752697361393,1051.3288526434196,1115.2843510355624
2021-05-05T20:33:13.000Z,15672,16742,18537,17316,68267,1093.0911179173047,1116.1045275355393,1063.5455035874197,1060.323053823054,1083.2660507158294
2021-05-05T20:33:14.000Z,20787,16615,15743,13501,66646,1132.9237504209361,1136.6603069515497,1132.942196531792,1250.836234353011,1163.3406220643221
2021-05-05T20:33:15.000Z,17428,15982,17723,22031,73164,961.9400390176727,1299.4071455387311,1148.1323703661908,1166.0797512595889,1143.889826545546
2021-05-05T20:33:16.000Z,17467,14311,13154,20728,65660,1182.9436079464133,1141.4917196562085,1273.9261061274137,867.0303454264763,1116.347944789128
2021-05-05T20:33:17.000Z,19057,18043,17469,16636,71205,1000.5706564516976,1269.8216482846533,1375.9214608735474,1024.8664342389998,1167.7950499622245
2021-05-05T20:33:18.000Z,13913,18664,17613,17909,68099,1224.8527995399986,1089.3968602657521,1263.3132345426673,1189.4297280696856,1191.748155604526
2021-05-05T20:33:19.000Z,15842,20475,18050,17071,71438,1318.216197449817,991.8720390720391,1092.842105263158,1053.105969187511,1114.0090777431312
2021-05-05T20:33:20.000Z,16145,16302,20467,17126,70040,1162.1578197584392,1012.2474543000859,1054.6720574583476,1142.175814550975,1092.8132865169619
2021-05-05T20:33:21.000Z,17342,12445,20983,21024,71794,1155.2180256025833,1324.844355162716,962.0187294476481,1006.283247716895,1112.0910894824606
2021-05-05T20:33:22.000Z,19160,18265,17139,18663,73227,1125.3710855949896,1326.8306049822063,1048.461112083552,911.7659540266839,1103.107189171858
2021-05-05T20:33:23.000Z,18775,17677,20576,16970,73998,1024.495019973369,1074.464501895118,1095.773230948678,1138.4239835002945,1083.289184079365
