time,producer-service-1_throughput,producer-service-2_throughput,producer-service-3_throughput,producer-service-4_throughput,producer-service-5_throughput,producer-service-6_throughput,producer-service-7_throughput,producer-service-8_throughput,total_throughput,producer-service-1_latency,producer-service-2_latency,producer-service-3_latency,producer-service-4_latency,producer-service-5_latency,producer-service-6_latency,producer-service-7_latency,producer-service-8_latency,average_latency
2021-05-05T21:07:22.000Z,24576,21504,22016,23680,26880,23168,26240,23296,191360,55.272054036458336,57.396949404761905,58.328125,53.94818412162162,49.25152529761905,54.08844095303867,51.018788109756095,57.18887362637363,54.56161756870366
2021-05-05T21:07:23.000Z,19584,21120,20608,19840,20480,20015,20480,21352,163479,61.28451797385621,60.21013257575758,58.74708850931677,61.215322580645164,58.853564453125,60.55568323757182,59.71162109375,61.19398651180217,60.22148961697809
2021-05-05T21:07:24.000Z,21248,21504,20736,20096,23552,22225,22528,20888,172777,59.96969126506024,59.504324776785715,61.95934606481482,59.28881369426752,60.11111582880435,58.36472440944882,57.16734730113637,63.42861930294906,59.974247830408366
2021-05-05T21:07:25.000Z,21504,21106,24300,20460,19831,20352,20352,20096,168001,56.427455357142854,55.94593954325784,51.17152263374486,58.06324535679374,60.98724219656094,59.52245479559748,58.188237028301884,57.49985071656051,57.225743453495014
2021-05-05T21:07:26.000Z,23208,20622,21908,21268,21641,22400,22400,20608,174055,54.877456049638056,58.76554165454369,56.779395654555415,57.97244686853489,55.05110669562405,57.090714285714284,53.871964285714284,62.54037267080745,57.11862477064152
2021-05-05T21:07:27.000Z,23896,23808,24704,23680,20864,20096,21834,21760,180642,61.13232340140609,56.90599798387097,59.43037564766839,56.91731418918919,66.12595858895706,65.51577428343948,62.24580928826601,63.886626838235294,61.52002252762907
2021-05-05T21:07:28.000Z,23424,20992,25344,20992,20608,22016,19506,20992,173874,52.372694672131146,58.57131288109756,50.64090119949495,56.140672637195124,57.60141692546584,57.299872819767444,55.87583307700195,58.1456269054878,55.831041389705234
2021-05-05T21:07:29.000Z,13056,12756,13986,14976,15232,15488,13700,14976,114170,78.49923406862744,80.53676701160238,77.62283712283713,73.8072248931624,74.27113970588235,70.00316373966942,77.16744525547445,68.58086271367522,75.06108431386635
2021-05-05T21:07:30.000Z,14336,12076,16350.000000000002,13952,14208,17024,14592,12986,115524,73.02699497767857,74.76821795296456,64.61651376146789,73.99799311926606,73.84550957207207,63.055686090225564,69.57428728070175,76.30001540120129,71.14815226944721
2021-05-05T21:07:31.000Z,24152,23168,25088,25088,21888,24064,21888,21702,187038,52.929405432262335,53.987612223756905,51.55966996173469,51.967354910714285,58.42630665204678,54.91867519946808,57.075429459064324,57.66081467145885,54.81565856381328
2021-05-05T21:07:32.000Z,22056,22528,20480,21760,20736,22528,24098,21504,175690,56.411225970257526,58.35653409090909,62.951416015625,59.05032169117647,63.296875,55.4853515625,57.6485185492572,57.64076450892857,58.85512592358173
2021-05-05T21:07:33.000Z,22528,24765,24832,22528,24579,23936,23774,21120,188062,63.48166725852273,58.79192408641227,57.28809600515464,60.26167436079545,56.3811790552911,59.716326871657756,58.72049297551948,63.59308712121212,59.779305966820694
2021-05-05T21:07:34.000Z,21855,25027,21376,24192,23092,20096,24398,22912,182948,64.59844429192404,56.218723778319415,64.81923652694611,58.28364748677249,60.28906114671748,65.83942078025478,56.98143290433642,60.89608065642458,60.99075594646192
2021-05-05T21:07:35.000Z,21281,20480,21120,21504,24393,22768,21810,21739,175095,61.52149804990367,56.9498046875,58.670217803030305,56.40941220238095,56.202312138728324,58.470177442023896,57.59261806510775,59.165876995261975,58.122739672992104
2021-05-05T21:07:36.000Z,24192,21376,22425,20480,22144,23696,21120,24853,180286,60.26690641534392,66.74915793413173,62.34987736900781,66.368603515625,65.78712066473989,61.3217842673869,63.72173295454545,63.08968736168672,63.70685881030843
2021-05-05T21:07:37.000Z,22784,21711,23399,24702,20992,23808,22656,22036,182088,59.65111481741573,61.54318087605361,57.51429548271294,57.625617358918305,63.13486089939025,58.22824260752688,58.78667902542373,63.8709384643311,60.044366191471575
2021-05-05T21:07:38.000Z,23680,23217,22784,19921,20736,22656,19584,22764,175342,59.86317567567568,55.694189602446485,58.64892029494382,63.658149691280556,62.85570987654321,59.77030367231639,65.09456699346406,61.038437884378844,60.82793171138113
2021-05-05T21:07:39.000Z,22656,21760,21760,20913,20992,25344,24320,20864,178609,58.583862994350284,61.410477941176474,63.1413143382353,60.88337397790848,61.17749618902439,56.45391414141414,60.55078125,63.932179831288344,60.76667508292468
2021-05-05T21:07:40.000Z,22912,22183,24984,21248,22150,22785,22656,24192,183110,58.58519553072626,59.311454717576524,53.293587896253605,58.9332172439759,53.92261851015801,58.578275181040155,55.96733757062147,53.27004794973545,56.482716825010925
2021-05-05T21:07:41.000Z,22528,20825,21352,23168,22057,23992,21760,26240,181922,61.09361683238637,61.34530612244898,64.45719370550768,58.50094958563536,61.22800018134833,60.01525508502834,61.284604779411765,57.21646341463415,60.64267371330013
2021-05-05T21:07:42.000Z,21120,19456,20096,24071,21713,22215,23168,24097,175936,60.566477272727276,67.37320106907895,63.73920183121019,60.65593452702422,63.67650716160826,58.46257033535899,58.67481008287293,57.86093704610533,61.37620491574826
2021-05-05T21:07:43.000Z,21504,21248,21943,21625,22656,23552,22912,21215,176655,61.33296130952381,64.05336972891567,60.45043977578271,56.74649710982659,54.88784427966102,59.84459918478261,56.560579608938546,57.157294367193025,58.87919817057799
2021-05-05T21:07:44.000Z,23153,25600,22985,23040,22912,22528,23552,25344,189114,60.3849609121928,59.9003125,60.70476397650642,61.710286458333336,59.83048184357542,60.36447975852273,60.29258661684783,56.94101167929293,60.01611046815893
2021-05-05T21:07:45.000Z,21775,22400,20406,23027,21632,22400,21888,19968,173496,64.08500574052813,60.963839285714286,62.34524159560913,61.498805749772,65.86778846153847,65.05334821428572,57.86462902046784,68.48838141025641,63.2708799347715
2021-05-05T21:07:46.000Z,23936,20096,26442,19970,20835,22400,22528,24064,180271,59.84366644385027,65.58071257961784,55.99791997579608,65.77636454682023,62.22423806095512,60.99165178571429,59.96102627840909,58.5516954787234,61.115909393735784
2021-05-05T21:07:47.000Z,21888,20224,21504,17931,18886,22784,20096,21521,164834,56.96281067251462,58.0889042721519,59.443684895833336,66.97596341531425,65.38785343640792,61.880530196629216,61.95546377388535,60.94902653222434,61.45552964937012
2021-05-05T21:07:48.000Z,23936,21376,23424,19328,22871,23932,21376,22357,178600,57.4842496657754,68.3328499251497,58.435109289617486,67.22744205298014,62.32556512614227,61.95875814808625,63.54636040419162,61.78266314800734,62.63662471999377
2021-05-05T21:07:49.000Z,20224,20224,22729,21376,20096,24836,20282,21018,170785,64.51775118670886,62.37232990506329,59.20511241145673,62.6560628742515,64.33678343949045,60.143340312449666,64.003599250567,60.48743933771053,62.21530233971225
2021-05-05T21:07:50.000Z,23808,18816,23863,21760,24549,20864,21830,24320,179810,55.75672043010753,63.508769132653065,57.187780245568455,58.7571231617647,54.488166524094666,60.993146088957054,59.502290426019236,57.01332236842105,58.40091479719822
2021-05-05T21:07:51.000Z,17280,12817,16896,15232,14793,13824,14424,14208,119474,64.16961805555556,82.91246001404384,65.8739346590909,75.58843224789916,66.93267085783816,76.91847511574075,75.33881031613977,77.08840090090091,73.10285027090113
2021-05-05T21:07:52.000Z,16128,13296,16768,14464,16082,15142,15144,15087,122111,63.90141369047619,80.5543772563177,69.74677958015268,74.64947455752213,70.38745180947643,66.4247127195879,72.64018753301637,76.8916948366143,71.89951149789546
2021-05-05T21:07:53.000Z,20864,18943,21632,20480,22016,21082,20608,21905,167530,58.27410851226994,59.807791796441954,55.26659578402367,55.2388671875,53.03865370639535,60.18869177497391,54.06385869565217,56.74165715590048,56.57752807664469
2021-05-05T21:07:54.000Z,20798,20938,22456,22144,25216,21632,21248,24576,179008,61.59592268487354,64.75513420575031,59.577974706091915,58.05089414739884,56.62642766497462,60.74893676035503,61.106739457831324,58.274373372395836,60.09205037495893
2021-05-05T21:07:55.000Z,23234,23094,23112,23808,25984,23552,20608,25216,188608,54.35009038478093,53.55109552264658,55.438386985115955,52.371051747311824,51.391433189655174,55.86485224184783,57.2888198757764,55.286960659898476,54.44283632587914
2021-05-05T21:07:56.000Z,21443,22528,24064,21136,23552,22948,22912,23936,182519,60.695051998321134,56.47864879261363,56.606840093085104,56.2523656320969,57.0361328125,55.15596130381733,52.34868191340782,56.37433155080214,56.368501762080506
2021-05-05T21:07:57.000Z,21565,23168,23825,24048,24960,24755,23296,24448,190065,55.363830280547184,55.16501208563536,53.93179433368311,54.911011310711906,51.44407051282051,57.01458291254292,53.78034855769231,52.788039921465966,54.29983623938741
2021-05-05T21:07:58.000Z,21504,21760,23151,23552,23040,23849,25600,23552,186008,56.86156063988095,55.00840992647059,53.94795041250918,51.124702785326086,53.309244791666664,55.21338420898151,51.53296875,54.09188179347826,53.886262913539156
2021-05-05T21:07:59.000Z,24098,21632,21888,23168,22656,23424,25216,22919,185001,51.686281019171716,60.765856139053255,55.28257492690059,58.14722893646409,53.29431497175141,54.70303961748634,54.345415609137056,57.08905275099263,55.66422049636963
2021-05-05T21:08:00.000Z,23774,22016,23296,23936,21504,23786,27008,23068,188388,54.632245310002524,57.686773255813954,55.71875,55.352063836898395,62.603143601190474,55.4677541410914,50.91306279620853,57.74488468874632,56.264834703743944
2021-05-05T21:08:01.000Z,21934,18816,24576,20864,24576,21526,23465,21725,177482,56.98764475243914,58.9859162414966,55.208292643229164,57.17954371165644,55.110432942708336,56.471476354176346,54.16057958661837,58.118342922899885,56.527778644403035
2021-05-05T21:08:02.000Z,23378,21888,23552,23168,23424,21504,23020,23552,183486,56.67572076311062,62.56227156432749,58.48348335597826,58.41164537292818,59.494193989071036,61.94140625,56.99530842745439,59.1298828125,59.21173906692125
2021-05-05T21:08:03.000Z,19584,20144,22144,21632,20992,20315,22251,21888,168950,59.23156658496732,57.844420174741856,52.255825505780344,55.79798446745562,57.49199695121951,57.9010583312823,55.598534897307985,52.68512426900585,56.100813897720094
2021-05-05T21:08:04.000Z,22016,23632,21504,21760,24192,23634,21632,25078,183448,59.067450944767444,59.7756855111713,59.78701636904762,59.95533088235294,59.176256613756614,58.34166878226284,59.908792529585796,56.04135098492703,59.00669407723395
