time,producer-service-1_throughput,producer-service-2_throughput,producer-service-3_throughput,producer-service-4_throughput,total_throughput,producer-service-1_latency,producer-service-2_latency,producer-service-3_latency,producer-service-4_latency,average_latency
2021-05-06T17:23:43.000Z,17024,8526,,,25550,56.18838110902256,74.95824536711237,,,65.57331323806747
2021-05-06T17:23:44.000Z,33024,32689.999999999996,25856,6529,98099,53.77522407945737,52.48201284796574,59.22033570544554,75.27952213202634,60.18927369122375
2021-05-06T17:23:45.000Z,19843,20865,20890,18687,80285,33.154613717683816,34.26604361370717,34.897175682144564,36.93359019639321,34.81285580248219
2021-05-06T17:23:46.000Z,50234,49536,51558,46464,197792,391.34637894653025,391.37736191860466,398.16868381240545,397.6658918732782,394.6395791377047
2021-05-06T17:23:47.000Z,31304,30634,32768,26101,120807,36.66323792486583,38.92080694653,34.994964599609375,39.45511666219685,37.50853153330051
2021-05-06T17:23:48.000Z,37888,30678,34304,30091,132961,32.849398226351354,34.320001303865965,33.424294542910445,37.689309095742914,34.570750792217666
2021-05-06T17:23:49.000Z,39905,34048,34688,31378,140019,34.19120410976068,35.1936677631579,36.49325415129151,38.58977627637198,36.11697557514552
2021-05-06T17:23:50.000Z,33567,33928,37504,32238,137237,35.504036702713975,35.70584767743457,33.103775597269625,36.915224269495624,35.30722106172844
2021-05-06T17:23:51.000Z,33152,34424,32640,34301,134517,32.96416505791506,32.21043458052522,33.82686887254902,33.20355091688289,33.05125485696804
2021-05-06T17:23:52.000Z,36196,33792,35072,31363,136423,33.17750580174605,35.83200165719697,33.20714530109489,34.947485891018076,34.29103466276399
2021-05-06T17:23:53.000Z,34076,33920,36736,33024,137756,33.07844230543491,31.828036556603774,28.602515243902438,32.06546753875969,31.393615411175205
2021-05-06T17:23:54.000Z,37120,36096,37403,35456,146075,30.750862068965517,29.039671985815602,29.670935486458305,31.44274593862816,30.226053869966897
2021-05-06T17:23:55.000Z,35328,30464,35301,30976,132069,33.134114583333336,33.97705488445378,32.904252004192514,36.06960227272727,34.02125593617672
2021-05-06T17:23:56.000Z,37248,34296,36736,35456,143736,30.318379510309278,30.719734079776067,29.956827090592334,30.99280798736462,30.49693716701057
2021-05-06T17:23:57.000Z,38016,35592,34176,34944,142728,28.2276672979798,29.673887390424813,32.09120435393258,29.70529990842491,29.924514737690526
2021-05-06T17:23:58.000Z,36864,34755,35584,31488,138691,32.42060004340278,32.29342540641634,34.30623313848921,35.83952616869919,33.71494618925188
2021-05-06T17:23:59.000Z,34816,32957,35840,36608,140221,33.90550321691177,34.458658251661255,31.93643973214286,31.601699082167833,32.97557507072093
2021-05-06T17:24:00.000Z,38272,35584,35712,32000,141568,30.179896530100333,30.685420413669064,31.123543906810035,33.0305625,31.25485583764486
2021-05-06T17:24:01.000Z,36608,36480,38272,36096,147456,29.70205965909091,29.369161184210526,27.998066471571907,30.409602171985817,29.369722371714786
2021-05-06T17:24:02.000Z,36736,37888,38656,38144,151424,29.166212979094077,27.918839738175677,27.10637417218543,28.623479446308725,28.203726583940977
2021-05-06T17:24:03.000Z,37888,36992,40960,34900,150740,29.990366342905407,29.21115376297578,28.336376953125,31.35541547277937,29.72332813294639
2021-05-06T17:24:04.000Z,37143,36992,36864,38572,149571,29.5863285141211,28.251000216262977,28.266194661458332,27.464948667427148,28.392118014817388
2021-05-06T17:24:05.000Z,39529,36864,38912,37888,153193,27.714639884641656,26.65597873263889,27.511153371710527,27.024783572635137,27.226638890406548
2021-05-06T17:24:06.000Z,40390,37518,39552,35081,152541,27.456870512503095,28.244709206247666,27.508646844660195,29.619879706963882,28.20752656759371
2021-05-06T17:24:07.000Z,39610,38258,39296,35929,153093,26.22264579651603,27.36117936117936,26.645231066775246,28.490884800578918,27.17998525626239
2021-05-06T17:24:08.000Z,35200,32768,35200,34334,137502,28.3121875,30.151336669921875,28.6453125,29.625531543076832,29.183592053249676
2021-05-06T17:24:09.000Z,39273,38912,39552,36864,154601,27.35174292771115,27.88109066611842,27.17753843042071,27.70822482638889,27.52964921265979
2021-05-06T17:24:10.000Z,32919,30669,31744,31253,126585,28.774993165041465,29.581107959177018,28.412329889112904,34.154801139090644,30.230808038105508
2021-05-06T17:24:11.000Z,38016,37939,40960,38522,155437,28.058317550505052,26.500935712591264,26.8988525390625,25.601448522921967,26.764888581270196
2021-05-06T17:24:12.000Z,36864,39168,37888,37873,151793,28.170301649305557,27.160896650326798,26.40065456081081,27.88390146014311,27.40393858014657
2021-05-06T17:24:13.000Z,19456,18176,19456,17408,74496,46.72291324013158,48.18183318661972,47.1474609375,45.70823759191177,46.94011123904077
2021-05-06T17:24:14.000Z,22400,23680,22272,21504,89856,37.770892857142854,39.10021114864865,38.94576149425287,39.69163876488095,38.87712606623133
2021-05-06T17:24:15.000Z,27776,28032,27904,25600,109312,35.34609014976959,34.79630422374429,30.653705561926607,36.3809765625,34.29426912448512
2021-05-06T17:24:16.000Z,39936,38400,40960,37760,157056,25.314302884615383,26.815,24.9914794921875,25.60810381355932,25.68222154759055
2021-05-06T17:24:17.000Z,37888,35840,41615,36864,152207,27.742504222972972,27.531752232142857,26.379598702390965,28.14374457465278,27.449399933039892
2021-05-06T17:24:18.000Z,40960,38656,40817,37120,157553,25.410595703125,25.747438948675498,25.97349143739128,27.15199353448276,26.070879905918634
2021-05-06T17:24:19.000Z,38912,40192,39808,37322,156234,27.641781455592106,26.79423765923567,26.841464027331188,28.268769090616793,27.386563058193936
