time,producer-service-10_throughput,producer-service-11_throughput,producer-service-12_throughput,producer-service-1_throughput,producer-service-2_throughput,producer-service-3_throughput,producer-service-4_throughput,producer-service-5_throughput,producer-service-6_throughput,producer-service-7_throughput,producer-service-8_throughput,producer-service-9_throughput,total_throughput,producer-service-10_latency,producer-service-11_latency,producer-service-12_latency,producer-service-1_latency,producer-service-2_latency,producer-service-3_latency,producer-service-4_latency,producer-service-5_latency,producer-service-6_latency,producer-service-7_latency,producer-service-8_latency,producer-service-9_latency,average_latency
2021-05-05T21:32:23.000Z,,,,21504,8192,,,,,,,,29696,,,,52.235909598214285,64.1824951171875,,,,,,,,58.20920235770089
2021-05-05T21:32:24.000Z,,,,32735.999999999996,28672,19456,1020,,,,,,81884,,,,153.33201979472142,144.11007254464286,189.43102384868422,339.3656862745098,,,,,,206.5597006156396
2021-05-05T21:32:25.000Z,,,,20384,17358,19456,10884,,,,,,68082,,,,479.08693092621667,477.2008295886623,468.6157997532895,517.348401323043,,,,,,485.5629903978029
2021-05-05T21:32:26.000Z,,,,44544,39942,38784,36736,14848,,,,,174854,,,,661.8452765804598,698.0346001702469,719.6025165016501,668.1904398954704,484.8566136853448,,,,,646.5058893666344
2021-05-05T21:32:27.000Z,,,,27136,19188,18560,20480,18816,12160,640,,,116980,,,,117.95511497641509,131.05294976026684,119.2748922413793,124.91669921875,119.83078231292517,129.1201480263158,184.8265625,,,132.42530700515033
2021-05-05T21:32:28.000Z,,,,17152,15491,17536,14848,13184,14336,12288,1273,,106108,,,,106.57019589552239,112.46459234394165,104.74720574817518,107.38712284482759,115.17900485436893,112.48214285714286,125.76554361979167,261.33699921445407,,130.74160092227805
2021-05-05T21:32:29.000Z,,,,16384,13181,12928,13312,13056,15104,14080,9479,1664,109188,,,,106.38671875,121.5001138001669,117.78929455445545,110.2744140625,111.16222426470588,111.49827860169492,101.44545454545455,148.20497942820973,187.8455528846154,124.01189232131144
2021-05-05T21:32:30.000Z,128,,,18944,13440,12951,19072,12544,12416,16384,13568,9216,128663,244.96875,,,133.71996410472974,159.81994047619048,148.12755771755076,131.85696308724832,151.74513711734693,144.11936211340208,140.3853759765625,149.49631485849056,182.78949652777777,158.7028861979299
2021-05-05T21:32:31.000Z,8048,384,,12416,11776,13033,14677,11392,12672,14080,11520,11520,121518,214.87462723658052,265.2942708333333,,150.63369845360825,174.4793648097826,150.60799508938848,139.17326429106765,166.1983848314607,155.9041193181818,143.2653409090909,162.55364583333332,156.09661458333332,170.82557510810554
2021-05-05T21:32:32.000Z,12560,10368,,14080,13312,11264,10923,11776,11776,14080,13184,11520,134843,167.24458598726116,184.39650848765433,,159.54850852272727,155.16962139423077,168.7137784090909,165.76645610180353,163.73624320652175,160.56241508152175,163.89680397727273,163.08525485436894,165.15598958333334,165.2069241459806
2021-05-05T21:32:33.000Z,15872,12032,5760,14080,12928,13440,12416,11008,13312,14720,13440,13952,152960,151.80701864919354,161.14802194148936,217.2810763888889,153.78394886363637,157.1648360148515,155.37053571428572,160.08392396907217,159.75744912790697,156.68997896634616,155.18342391304347,153.55721726190475,150.99949827981652,161.0689107575363
2021-05-05T21:32:34.000Z,10624,11264,9472,11753,12544,9856,12160,11136,10496,12160,12544,9472,133481,166.7683546686747,171.4141512784091,177.25665118243242,166.83961541734024,156.07732780612244,172.4489650974026,163.77927631578947,158.19791666666666,165.7258955792683,165.4360197368421,156.13400829081633,172.5390625,166.05143704498036
2021-05-05T21:32:35.000Z,13568,12032,12928,14359,11776,11529,12928,10958,9856,12535,14080,8704,145253,200.17320165094338,192.9201296542553,199.45443997524754,193.21011212479976,190.72494904891303,200.54375921589036,188.73128094059405,200.46158058039788,212.05661525974025,194.76569605105703,196.11157670454546,214.2784926470588,198.61931948778692
2021-05-05T21:32:36.000Z,12288,15331,13568,13440,12288,12791,10624,12210,13881,11239,13440,12544,153644,158.48738606770834,149.5146435327115,155.37492629716982,148.2825892857143,159.76228841145834,158.26503009928857,167.04903990963857,155.38607698607697,148.22527195447014,168.97553163092803,160.12819940476192,157.35817920918367,157.23409689909252
2021-05-05T21:32:37.000Z,11560,14493,17408,12032,13056,15232,9907,15104,16071.000000000002,10146,14458,13312,162779,167.61418685121106,172.78838059752985,159.64102711397058,184.79970079787233,186.32238051470588,174.4219406512605,185.85818108408196,170.321438029661,167.41988675253563,190.32633550167554,169.0327846175128,177.0089393028846,175.4629318179085
2021-05-05T21:32:38.000Z,11852,16256,15616,13184,15232,15360,12109,13952,13952,13568,17059,14208,172348,166.2595342558218,142.9015748031496,137.75204918032787,162.82054004854368,153.81932773109244,145.07864583333333,162.97836320092495,149.11797591743118,146.23889048165137,154.66457841981133,141.9347558473533,142.95833333333334,150.54371408773116
2021-05-05T21:32:39.000Z,12940,12361,12519,13184,12416,15488,13085,10240,14592,14848,11875,14976,158524,160.02635239567235,158.98470997492112,147.61482546529277,149.03868325242718,163.10558956185568,141.6541838842975,154.54474589224301,166.56005859375,142.56983278508773,146.22757273706895,156.75831578947367,142.04046474358975,152.42711125630663
2021-05-05T21:32:40.000Z,14050,9660,12057,15616,11136,12160,16483,10880,13568,16512,11776,11264,155162,179.1620640569395,200.10341614906832,184.78908517873435,175.867443647541,193.44746767241378,178.6546875,172.7460413759631,186.0157169117647,180.58070459905662,173.7672601744186,189.98777173913044,196.54758522727272,184.30577035269195
2021-05-05T21:32:41.000Z,15500,13435,14720,15360,12800,13312,16376.000000000002,13696,12800,14587,12032,11008,165626,175.98870967741937,178.11447711202084,171.50271739130434,174.53046875,188.537890625,176.9207481971154,166.55471421592574,178.14120911214954,177.8303125,180.9784739836841,194.2966256648936,182.23237645348837,178.8023936402501
2021-05-05T21:32:42.000Z,12178,14336,14140,12928,13696,14080,15112,11807,14208,15749,13184,14336,165754,149.50788306782724,131.79380580357142,132.15968882602547,144.49466274752476,141.37025408878506,140.34282670454544,137.6561672842774,147.5303633437791,136.42194538288288,133.7639850149216,148.32122269417476,136.10616629464286,139.95574760441318
2021-05-05T21:32:43.000Z,17076,11008,12996,15324,10496,12416,16384,10977,13184,14336,12197,12134,158528,162.69899273834622,187.20285247093022,169.3147891658972,162.6853302009919,180.63795731707316,172.94080219072166,165.27752685546875,184.84330873644893,166.4187651699029,174.53055245535714,180.12757235385752,168.3413548706115,172.91831704380058
2021-05-05T21:32:44.000Z,14540,13696,14720,16164.000000000002,13440,14080,14464,11346,14464,13568,14427,15770,170679,159.63541953232462,169.1128796728972,162.7024456521739,158.7968324672111,175.74761904761905,169.26853693181818,168.61345409292036,181.2570068746695,166.6871543141593,171.86615566037736,169.11007139391418,164.83322764743184,168.13590027395972
2021-05-05T21:32:45.000Z,13696,11264,15488,14720,14208,13829,14464,9902,13568,14464,12416,14123,162142,144.54103387850466,159.39808238636363,143.00426136363637,146.74422554347825,156.64935247747746,148.69281943741413,144.19704092920355,161.1306806705716,152.8951208726415,147.52599557522123,158.61928157216494,146.068611484812,150.78887551595741
2021-05-05T21:32:46.000Z,15488,13696,13952,13710,14976,15604,14208,16512,13056,16256,13696,12629,173783,172.9454416322314,176.2362003504673,164.8127866972477,180.4032093362509,169.43048878205127,163.2636503460651,166.8890061936937,162.45161094961242,156.4086243872549,166.25006151574803,173.57936623831776,162.7276110539235,167.949838123572
2021-05-05T21:32:47.000Z,14848,13824,13184,16754,14080,11143,14208,13184,11967,14142,16512,11520,165366,137.04303609913794,142.96260127314815,153.99120145631068,129.61280888146115,139.37116477272727,151.8019384366867,144.9654420045045,142.1704338592233,151.527951867636,139.93727902701173,137.9734738372093,142.00555555555556,142.78024058921767
2021-05-05T21:32:48.000Z,15104,13268,14336,15697,12099,12764,15872,10624,14913,13890,10752,13312,162631,163.63062764830508,165.50022610792885,165.60421316964286,173.39453398738613,175.79122241507562,168.06040426198683,165.63451360887098,184.96432605421685,163.98880171662307,177.4915766738661,194.85807291666666,164.3631310096154,171.94013746418204
2021-05-05T21:32:49.000Z,17152,14380,14039,17131,13865,14244,14507,13312,15104,15616,16256,13507,179113,155.61042444029852,159.23442280945758,163.3833606382221,158.24738777654545,170.79430219978363,164.2651642796967,163.4111808092645,167.60546875,154.6782971398305,161.31832735655738,156.7755905511811,164.21314873769157,161.62808962404407
2021-05-05T21:32:50.000Z,16512,13184,14377,15044,12692,13184,15573,12160,14572,15872,12544,13757,169471,168.11476501937983,175.381598907767,175.11170619739863,181.48012496676415,189.87890009454776,176.4212682038835,173.23187568227058,193.05830592105264,164.74807850672522,172.61668346774192,184.3616868622449,176.74689249109545,177.5959905267393
2021-05-05T21:32:51.000Z,15049,15360,14384,15360,12416,14848,14080,12160,12308,14592,15104,12416,168077,151.01601435311315,143.559765625,153.84733036707453,157.19869791666667,165.71915270618555,147.69908405172413,164.65951704545455,159.87006578947367,168.54460513487163,158.06558388157896,157.118313029661,159.2591011597938,157.21310258838312
2021-05-05T21:32:52.000Z,12471,12800,8656,12928,10624,8832,10880,10112,9856,10752,10624,8960,127495,162.70483521770507,154.3371875,177.69870609981515,154.96070544554456,170.32708960843374,178.8502038043478,162.1824448529412,174.01849287974684,165.70363230519482,164.06091889880952,171.86398719879517,183.90926339285716,168.3847889336826
2021-05-05T21:32:53.000Z,9984,11008,9216,11008,11008,9984,9344,9984,11136,10496,9344,9984,122496,167.36788862179486,153.08866279069767,179.94921875,157.09865552325581,154.73337572674419,164.02223557692307,165.88313356164383,158.65404647435898,162.01346982758622,152.1854992378049,166.61237157534248,171.74629407051282,162.7795709780554
2021-05-05T21:32:54.000Z,12510,12032,11776,13911,12928,11008,11776,11008,12416,11387,12288,9600,142640,134.02549960031973,137.47132646276594,131.62287703804347,129.26662353533175,134.93309096534654,141.48809956395348,138.9813179347826,138.80795784883722,130.8149162371134,140.30833406516203,132.935791015625,152.55864583333334,136.93454000838457
2021-05-05T21:32:55.000Z,15522,13952,13014,17065,13824,14080,14464,10496,13824,12933,13056,12544,164774,120.42146630588842,117.10149082568807,133.2057015521746,108.36308233225901,117.29390914351852,127.87713068181819,121.13198285398231,131.32926829268294,125.34237557870371,121.28670842032011,126.26968443627452,138.03659119897958,123.97161596852415
2021-05-05T21:32:56.000Z,17024,13440,12458,17742,14080,11520,12672,12928,13056,15744,12026,13529,166219,122.29716870300751,132.7575892857143,146.45264087333442,125.29771164468492,135.96704545454546,148.06145833333332,134.97356376262627,141.68394183168317,135.39200367647058,126.97275152439025,143.19466156660567,132.53854682533816,135.46575695681116
2021-05-05T21:32:57.000Z,14592,14592,14976,16050,14208,14464,14208,14208,14080,15872,14470,16650,178370,128.7956414473684,125.84642269736842,131.7711672008547,129.7827414330218,132.13773930180182,134.0486725663717,127.05152027027027,127.34079391891892,131.6036931818182,121.51587701612904,138.27650310988253,118.25051051051051,128.86844022119303
2021-05-05T21:32:58.000Z,16482,12544,13775,16000,14487,13440,14464,13952,13766,17152,14848,12829,173739,125.39467297658051,139.86965880102042,141.58032667876589,126.4635625,134.2375232967488,133.84434523809523,134.87126659292036,138.48996559633028,132.52942031091095,128.45837220149255,133.78306842672413,132.83802322862266,133.53001715401766
2021-05-05T21:32:59.000Z,13470,14720,14385,12800,14825,13185,13312,14208,15802,14080,13696,13312,167795,127.57832219747587,118.44782608695652,120.46923879040668,127.968984375,116.40667790893761,126.47569207432689,130.43134014423077,117.18032094594595,121.94431084672826,119.79133522727273,120.55008761682242,127.18006310096153,122.8686832762554
2021-05-05T21:33:00.000Z,13440,14976,15488,13824,15232,16639,12928,15616,15360,13568,15744,16501,179316,138.9518601190476,129.2774439102564,130.69066373966942,135.92556423611111,128.98857668067228,125.68627922351102,132.8726021039604,121.22496157786885,121.26184895833333,135.98820754716982,124.93356199186992,120.74237924974244,128.87866244485107
2021-05-05T21:33:01.000Z,14976,13568,13568,15898,12672,15232,14976,12160,15232,13056,16768,13451,171557,119.48758012820512,128.28729363207546,127.23194280660377,122.51736067429866,137.34911616161617,121.04963235294117,120.22409188034187,128.84169407894737,120.05567226890756,122.31924019607843,120.2884661259542,120.39379971749312,124.00382416862192
2021-05-05T21:33:02.000Z,14714,15616,15360,15354,18432,15488,16640,15703,16896,14848,14848,14080,187979,131.20436319151827,128.85341956967213,124.86653645833333,123.96691415917677,121.82248263888889,125.1770402892562,128.5553485576923,127.62580398649939,120.24224668560606,131.52047413793105,137.87291217672413,132.03046875,127.81150088344155
2021-05-05T21:33:03.000Z,16390,13333,14208,16748,16779,13952,15872,13737,14208,17664,12288,12544,177723,122.42647956070775,141.21758043951098,135.50225225225225,121.91109386195366,123.04714226115978,128.35335435779817,119.43113659274194,134.14530101186577,127.12485923423424,121.0747848731884,145.451904296875,135.0882493622449,129.56451150871106
2021-05-05T21:33:04.000Z,15242,15851,14336,16000,14271,14720,13056,13696,14976,17280,15396,12032,176856,119.918449022438,121.59598763484954,128.81187220982142,122.11975,131.9421203839955,126.68029891304347,136.85232843137254,124.75065712616822,126.6255341880342,118.36626157407407,130.21245778124188,142.97930518617022,127.57125187093409
2021-05-05T21:33:05.000Z,13105,11392,13440,14080,11702,12416,12416,14208,12544,11392,14556,14848,156099,132.34879816863793,141.08725421348313,131.39010416666667,127.41292613636364,131.09656468979662,130.47036082474227,140.57603092783506,127.0625,123.4389349489796,136.10884831460675,124.02040395713108,124.80697737068965,130.81830864324436
2021-05-05T21:33:06.000Z,14917,14848,13824,16896,13056,13696,17280,13440,13952,12672,14671,13905,173157,126.51370919085608,137.92308728448276,131.7210648148148,126.294921875,140.3539368872549,133.31804906542055,122.51851851851852,141.51644345238094,131.01569667431193,140.96622474747474,133.07143344011996,134.44048903272204,133.30446458194646
2021-05-05T21:33:07.000Z,16512,15488,15568,16512,16384,14848,17280,15232,13824,14848,14641,15538,186675,106.71354166666667,107.14372417355372,114.39934480986639,115.06564922480621,102.41607666015625,110.75572467672414,107.65543981481481,106.4187237394958,118.16941550925925,111.60365032327586,110.4254490813469,110.2993950315356,110.08884455929181
2021-05-05T21:33:08.000Z,13056,12160,11952,14592,13824,15259,10889,13476,14464,14080,13568,14845,162165,123.21859681372548,131.54243421052632,128.21092704149933,122.06996984649123,124.71050347222223,120.0720230683531,135.59904490770504,127.98018699910953,118.3387721238938,116.70575284090908,125.61077535377359,121.25348602222971,124.60937272503652
2021-05-05T21:33:09.000Z,16000,16512,15360,15104,15488,15461,13943,14940,15070,13952,13824,13440,179094,116.180875,113.75211967054264,114.47096354166666,120.32004766949153,125.52395402892562,124.26279024642649,127.18281574983862,119.48741633199465,113.26788321167884,131.44516915137615,129.79347511574073,123.75729166666666,121.62040011536236
2021-05-05T21:33:10.000Z,16768,14848,12928,12416,14720,15360,13440,13696,14754,12544,12800,11904,166178,114.46052003816794,114.15241109913794,123.0259900990099,130.26667203608247,118.6250679347826,112.70032552083333,120.68169642857143,118.64434871495327,119.4840043378067,130.0506218112245,125.717578125,128.06670026881721,121.32299470119894
2021-05-05T21:33:11.000Z,14336,16896,14848,16256,12928,16384,14208,13056,16384,13056,13824,15872,178048,125.79443359375,124.88979640151516,127.5587957974138,123.95632381889764,135.50479579207922,122.361572265625,131.42173423423424,135.33126531862746,121.84796142578125,136.02297794117646,133.7890625,125.00762348790323,128.62386188141696
2021-05-05T21:33:12.000Z,13568,13184,14464,14464,14331,17000,15310,12800,12032,15232,11392,13696,167473,149.0454746462264,138.1961468446602,139.08365597345133,143.91019081858408,139.13948782359918,131.0868823529412,139.64186806009144,144.983828125,149.8455784574468,136.27888655462183,163.26799508426967,134.00401577102804,142.37366754266
2021-05-05T21:33:13.000Z,16896,11776,14592,16000,11781,16280.000000000002,16351,12928,17664,12544,13696,13842,174350,142.19608191287878,154.4857336956522,148.16954495614036,147.4408125,155.88371106018164,137.98734643734645,144.49042871995596,158.05878712871288,141.83027626811594,151.27192283163265,152.6163113317757,149.5543996532293,148.66544637463517
2021-05-05T21:33:14.000Z,15232,15104,12160,17373,13952,12544,15443,13184,12248,14080,17024,13806,172150,122.3654805672269,125.37983315677967,136.93527960526316,115.1278996143441,125.40116112385321,133.6462850765306,117.72460014245937,123.60838895631068,133.70942194644024,118.40056818181819,120.62229793233082,129.51484861654353,125.20300540999172
2021-05-05T21:33:15.000Z,15360,14976,14976,15395,13204,14976,13056,13824,13352,14336,15488,11904,170847,132.70123697916668,125.04320245726495,125.11732104700855,134.50100682039624,145.04687973341413,133.12560096153845,130.07559742647058,128.08977141203704,131.94240563211503,125.02922712053571,131.4427298553719,134.24050739247312,131.36295723648269
2021-05-05T21:33:16.000Z,9088,7808,8704,8960,8556,8704,10496,5760,9600,9984,7296,7680,102636,166.38941461267606,160.64600409836066,172.6144301470588,154.88348214285713,169.52968676951846,176.22219669117646,153.4247332317073,179.38020833333334,166.66375,154.00821314102564,176.72478070175438,181.37786458333332,167.65539703773345
2021-05-05T21:33:17.000Z,9088,8320,9344,8192,8320,10112,9216,6272,8960,9600,8320,9216,104960,139.69971390845072,154.72391826923078,142.76380565068493,149.1873779296875,154.96129807692307,131.8313884493671,136.05186631944446,183.35491071428572,152.95770089285713,138.19052083333332,155.63016826923078,150.37684461805554,149.1441261609626
2021-05-05T21:33:18.000Z,13440,13081,13625,15104,15360,15104,14336,14336,13952,16384,14976,12800,172498,140.19263392857144,138.73664092959254,133.39133944954128,133.54137976694915,128.6044921875,125.85659427966101,130.30768694196428,130.84640066964286,133.2095756880734,127.77777099609375,131.88541666666666,139.87890625,132.85240314618804
2021-05-05T21:33:19.000Z,15488,13287,11847,12160,14080,16896,12160,12416,17536,12160,13312,15104,166446,113.04674586776859,131.4063370211485,130.08061112517936,132.13092105263158,124.32436079545455,114.6766690340909,118.7499177631579,123.73099226804123,107.70226961678833,128.4453947368421,123.61350661057692,114.8629502118644,121.89755634196202
2021-05-05T21:33:20.000Z,14592,13312,14336,16256,13594,14720,14309,12160,13696,12672,14688,16101,170436,142.38096217105263,139.82001201923077,141.20479910714286,136.06329970472441,146.20222156833898,140.9595108695652,136.53434901111189,151.05995065789475,146.4897780373832,147.4564393939394,141.33489923747277,131.77976523197316,141.77383225081917
2021-05-05T21:33:21.000Z,15360,15104,14080,14452,16102,13952,14363,16384,13824,13138,14112,16667,177538,123.74049479166666,119.6807468220339,123.65625,131.15769443675615,112.56334616817787,118.28547878440367,119.9720114182274,117.1954345703125,128.60923032407408,131.39534175673617,120.21967120181407,115.97462050758985,121.87086006514936
2021-05-05T21:33:22.000Z,16640,15232,12928,15628,12672,14976,16384,13824,14464,15534,13440,15872,177594,124.40084134615384,124.08009453781513,135.91228341584159,121.4051702073202,139.0927241161616,126.04146634615384,123.8778076171875,128.76005497685185,128.31201603982302,126.46761941547572,127.24471726190477,120.45463709677419,127.17078603145525
2021-05-05T21:33:23.000Z,16256,17280,12800,17942,15573,13568,14976,16256,14592,15744,17920,13952,186859,120.44968011811024,115.5125,133.05390625,117.0561810277561,118.2108135876196,120.41163030660377,124.25974893162393,120.62776820866142,119.7188870614035,115.325393800813,117.78091517857143,121.01705848623853,120.28537357978344
2021-05-05T21:33:24.000Z,12544,13440,14522,14826,14379,15232,15488,13696,15744,14631,12836,12288,169626,146.94005102040816,143.69255952380954,139.29355460680347,141.79711317954943,138.55226371792196,135.6764705882353,137.88229597107437,146.0867406542056,127.50470020325203,134.45663317613287,148.7341851043939,141.902587890625,140.20992963636763
2021-05-05T21:33:25.000Z,16640,15232,15558,15104,13568,12672,17536,11648,13440,18265,13864,13056,176583,107.5609375,105.03545168067227,112.69719758323691,119.10354872881356,118.63553950471699,120.24865845959596,106.02514826642336,128.78966346153845,123.61004464285715,104.71059403230221,118.21422388920946,126.72173713235294,115.9460620734766
2021-05-05T21:33:26.000Z,12672,14208,13852,15744,14294,13897,13312,12672,11776,13682,16254.999999999998,14080,166444,161.5346433080808,154.23859797297297,159.56742708634133,148.03112296747966,162.3344060444942,153.90170540404404,156.8019080528846,158.39283459595958,158.7899116847826,157.72657506212542,151.2817594586281,155.00873579545456,156.46746895277064
2021-05-05T21:33:27.000Z,14976,16896,12644,16640,15786,13495,14976,15488,15872,13710,15157,14464,180104,115.26776175213675,112.89607007575758,125.64718443530528,115.38070913461539,118.5385784872672,121.9418303075213,118.8183092948718,114.76188016528926,119.32995211693549,119.06652078774617,117.91990499439203,111.50919524336283,117.58982473293344
2021-05-05T21:33:28.000Z,12928,15744,15670,15104,16256,15488,14080,15360,16768,15232,15744,15232,183606,136.9245823019802,122.68083079268293,121.91021059349075,120.55389300847457,125.44580462598425,126.59000516528926,132.1252840909091,123.4583984375,117.62869751908397,122.3266806722689,121.20033028455285,124.0452993697479,124.57416807183039
