time,producer-service-10_throughput,producer-service-11_throughput,producer-service-12_throughput,producer-service-13_throughput,producer-service-14_throughput,producer-service-15_throughput,producer-service-16_throughput,producer-service-1_throughput,producer-service-2_throughput,producer-service-3_throughput,producer-service-4_throughput,producer-service-5_throughput,producer-service-6_throughput,producer-service-7_throughput,producer-service-8_throughput,producer-service-9_throughput,total_throughput,producer-service-10_latency,producer-service-11_latency,producer-service-12_latency,producer-service-13_latency,producer-service-14_latency,producer-service-15_latency,producer-service-16_latency,producer-service-1_latency,producer-service-2_latency,producer-service-3_latency,producer-service-4_latency,producer-service-5_latency,producer-service-6_latency,producer-service-7_latency,producer-service-8_latency,producer-service-9_latency,average_latency
2021-05-05T22:13:31.000Z,8448,7296,8569,7652,7168,10240,8192,9018,7981,9472,8960,7405,8576,8320,9728,9984,137009,820.3093039772727,793.6783168859649,849.4456762749446,801.509017250392,806.3106863839286,683.64951171875,789.3448486328125,888.4815923708139,763.3102368124295,719.9496410472973,887.3527901785715,799.0714382174207,730.2502332089553,762.5740384615384,729.955900493421,804.3439503205128,789.3460738896891
2021-05-05T22:13:32.000Z,11264,9211,8448,12444,7936,9088,11979,11648,8960,9835,11136,10131,9472,12672,9472,9472,163168,861.6279296875,1024.358375854956,993.9196259469697,830.4632754741241,961.1935483870968,950.8093089788732,815.5728357959763,873.5160542582418,1110.6495535714287,909.0033553634977,901.2430854885057,958.0464909683151,927.0735853040541,839.5131786616162,1036.2399704391892,1039.3420608108108,939.5357646869472
2021-05-05T22:13:33.000Z,9984,10245,8192,10240,9728,9600,9625,9762,7808,9237,9856,9984,8064,10112,10240,8064,150741,815.4961939102565,738.8949731576379,798.240478515625,858.78193359375,718.6576891447369,893.8909375,876.4460259740259,811.4613808645769,830.0548155737705,910.3005304752626,817.9396306818181,837.5119190705128,925.2645089285714,811.099980221519,808.08232421875,859.133060515873,831.953523896668
2021-05-05T22:13:34.000Z,9856,11904,9088,9600,10624,9856,10268,9929,10056,10496,8704,9088,11136,10496,10752,9600,161453,921.9566761363636,716.1428931451613,762.9223151408451,914.5663541666667,712.1294239457832,803.5137987012987,929.346805609661,950.179877127606,731.6701471758155,748.048399390244,948.5888097426471,793.8923855633802,715.8176185344828,949.4567454268292,738.8456101190476,705.5798958333334,815.1661097349478
2021-05-05T22:13:35.000Z,8320,9856,8704,9216,10112,8064,8192,9493,8473,7552,7680,9216,8320,9472,10496,9344,142510,1046.6478365384614,962.5339894480519,904.6579733455883,961.3465711805555,1022.0995846518987,936.8339533730159,910.3585205078125,932.5937006215106,814.3337660804909,1012.8967161016949,998.7192708333333,942.3449435763889,908.4801682692307,924.0678842905405,862.4206364329268,836.2885273972603,936.0390026655476
2021-05-05T22:13:36.000Z,7808,12117,8096,9249,10240,7552,7722,8704,10783,7936,7296,11361,8064,9088,11648,8832,146496,1067.3948514344263,1147.9443756705455,1275.8456027667985,1087.692615417883,1183.74580078125,1305.7788665254238,1217.8781403781404,1081.5059742647059,1150.922285078364,1351.016633064516,1129.031524122807,968.2284129918141,1366.5961061507937,1074.908340669014,1144.8038289835165,1264.4348958333333,1176.108015883333
2021-05-05T22:13:37.000Z,9671,11307,7264,11103,11136,7552,9558,11776,10880,6656,9728,12575,7674,10880,11520,8448,157728,1183.680901664771,1202.9201379676306,1339.1824063876652,1125.5287760064848,1152.3113326149426,1218.098781779661,1159.777568528981,1163.229789402174,1192.2791360294118,1290.830829326923,1097.0406044407894,1233.502902584493,1226.9083919728955,1215.4015625,1246.7236979166667,1327.5633285984848,1210.9362592326233
2021-05-05T22:13:38.000Z,11065,12288,8448,13184,13056,9344,10515,11520,12800,8192,11917,11264,8966,12416,12002,8166,175143,1119.6547672842296,1077.1299641927083,987.7692945075758,1051.474287014563,1069.808287377451,984.6860017123288,1091.2815026153114,1132.6497395833333,1050.57359375,1004.4420166015625,1092.202148191659,1138.771395596591,1021.8233325897836,1034.4100354381444,1117.4649225129144,1107.2752877785942,1067.588536046672
2021-05-05T22:13:39.000Z,9728,11008,9216,11392,11353,10880,9581,8882,10880,9216,9331,10623,10368,10496,10270,9626,162850,1010.6435032894736,950.2836119186046,952.3045789930555,1102.6666081460673,947.9682903197393,892.9421875,1013.002818077445,1075.3270659761315,1021.3377757352941,898.9663628472222,1050.8697888757904,869.5930528099407,894.7765239197531,1067.8565167682927,928.4496592015579,772.1599833783503,965.5717704847948
2021-05-05T22:13:40.000Z,10496,11392,10112,11008,12321,10694,10537,10446,11392,10240,9984,11265,10624,10310,11142,10752,172715,985.1279535060976,1068.6899578651685,1066.0803006329113,1002.7627180232558,1064.929470010551,1114.5310454460446,1015.2389674480403,930.6536473291212,1053.723051264045,1062.67119140625,1057.1392227564102,1084.6488237905016,1137.8072289156626,1018.7150339476236,1040.1443187937534,1116.2176339285713,1051.1925353165004
2021-05-05T22:13:41.000Z,9216,9856,8832,10624,9940,8884,9431,10343,9728,8821,8448,10240,8192,10426,10362,9472,152815,1073.4478081597222,1049.5459618506493,1058.4256114130435,1057.652955572289,1083.131690140845,1089.8724673570464,1049.7210264022904,1065.1002610461182,1073.8560855263158,1088.9903639043193,1098.0793087121212,1030.47041015625,1111.3455810546875,1012.3295607136006,1057.4300328121983,1030.2525337837837,1064.3532286628301
2021-05-05T22:13:42.000Z,10496,11392,9487,11392,11698,10246,11069,12057,10752,10379,9856,11392,9216,11264,11392,10880,172968,1163.4375,1116.9250351123596,1211.631811953199,1092.014132724719,1150.6017267909044,1167.3431583056802,1091.772066130635,1108.9001409969312,1177.617931547619,1111.069178148184,1064.2850040584415,1198.7375351123596,1148.6196831597222,1154.031161221591,1190.5977879213483,1185.9176470588236,1145.8438437651575
2021-05-05T22:13:43.000Z,10880,11648,9201,12800,11177,10368,11971,11760,9369,10498,11648,10240,8832,12198,10496,9728,172814,1162.2368566176472,1165.3009958791208,1079.558526247147,1170.436171875,1123.4685514896662,1118.2228973765432,1185.1768440397627,1173.7316326530613,1148.7427687053048,1107.2785292436654,1150.203125,1149.87998046875,1167.9930932971015,1178.3208722741433,1188.292206554878,1145.2212171052631,1150.879016801691
2021-05-05T22:13:44.000Z,11776,10624,10368,12672,10199,10880,10496,11792,11564,11774,13312,10496,9728,11738,9856,11008,178283,1065.1220278532608,1105.2140436746988,1137.2384259259259,1075.0678661616162,1151.294930875576,1144.1297794117647,1109.548399390244,1146.1878392130259,1041.2477516430301,1132.794122643112,1076.106219951923,1102.5839367378048,1096.690275493421,1075.8585789742715,1072.9051339285713,1071.1522529069769,1100.1963490490766
2021-05-05T22:13:45.000Z,9344,9600,9216,10496,8576,8960,9088,9463,10555,10048,10624,9728,8604,10368,10284,9587,154541,1032.2274186643835,946.9028125,928.7727864583334,1064.9535060975609,977.2161847014926,993.9989955357142,1033.4140625,928.2696819190531,973.2004737091426,1000.1921775477707,1042.105515813253,984.3503289473684,956.8564621106462,1004.6839313271605,949.3842862699339,1001.9974966099927,988.657882544488
2021-05-05T22:13:46.000Z,8686,11314,10112,8960,10496,8960,8880,10761,12160,9628,8704,11355,9572,10368,11732,10125,161813,1150.741538107299,1026.3856284249603,1006.134394778481,1069.96953125,968.2248475609756,1044.5108258928572,1118.7622747747748,1090.9531642040702,1010.8298519736842,1053.3937474034067,1116.5558363970588,947.3318361955086,1098.7924153781864,1101.8280285493827,1023.4923286737129,1105.6105679012346,1058.3448010915995
2021-05-05T22:13:47.000Z,8438,12366,10526,9344,12288,9856,8912,10368,11904,10148,9036,12445,9344,9728,11776,8960,165439,1031.6138895472861,1087.973394792172,1216.8858065741972,1101.0131635273972,1071.6649576822917,1139.5358157467533,1032.5283886894076,1123.432098765432,1124.9804267473119,1155.4691564840364,1068.301128818061,1160.5557251908397,1141.4558005136987,1136.9638157894738,1095.7890625,1158.5856026785714,1115.421764627933
2021-05-05T22:13:48.000Z,10140,12672,10210,11143,11776,10240,10575,10496,11648,10463,10209,10120,9339,9728,12160,9472,170391,1064.7705128205127,1092.4169823232323,1042.0076395690498,1070.3802387148883,1126.173828125,1076.003125,1051.7718203309694,1132.7311356707316,1116.9025583791208,1093.307368823473,1100.4653736898815,1185.509090909091,1044.6719134811008,1071.3550575657894,1127.853782894737,1059.7672086148648,1091.0054773070276
2021-05-05T22:13:49.000Z,10624,12793,10880,10873,13184,10958,11269,9856,12160,11021,10451,11210,10757,9484,11136,9984,176640,1044.230609939759,1080.1811928398342,1122.4376838235294,1135.0687022900763,1032.5373938106795,1118.4479832086147,1118.1632797941254,1067.5616883116884,1046.935197368421,1084.9502767443971,1065.1116639556024,942.4721677074041,1124.0719531467882,1140.2749894559258,1095.608746408046,1104.6799879807693,1082.6708447991039
2021-05-05T22:13:50.000Z,10752,12807,9856,10368,11776,8626,10796,9856,11776,8980,9838,12086,9472,8820,11648,8960,166417,1162.127697172619,1045.0812055906927,1148.4594155844156,1168.5179398148148,1131.3085088315217,1180.8677254811037,1151.1460726194887,1167.960531655844,1074.4493036684783,1099.66280623608,1192.8099207155926,994.4472116498428,1092.8291807432433,1192.5292517006803,1033.9210164835165,1175.15078125,1125.7042855748707
2021-05-05T22:13:51.000Z,9472,12288,8320,10368,10368,8200,8320,9600,11008,9728,8378,12672,8064,8448,11041,9088,155363,1174.647804054054,1132.5706380208333,1181.4276442307691,1067.0234375,1204.9382716049383,1208.364756097561,1224.1576923076923,1094.9302083333334,1213.2518168604652,1159.5806949013158,1172.67868226307,1201.8423295454545,1195.1821676587301,1098.4879261363637,1124.3188117018385,1157.402948943662,1163.175364385005
2021-05-05T22:13:52.000Z,9433,13312,9216,10112,10624,8952,9088,9984,11264,11063,8792,12800,9088,9216,12767,8704,164415,1315.939467825718,1215.499248798077,1196.0001085069443,1279.721716772152,1220.152673192771,1122.7216264521894,1314.0292693661972,1256.1274038461538,1239.0531782670455,1142.6837205098075,1259.6197679708825,1235.370703125,1232.5945202464789,1220.4104817708333,1257.043393122895,1136.5750229779412,1227.7213939219428
2021-05-05T22:13:53.000Z,10535,13824,9344,12544,11648,9856,9856,11136,12544,10697,10240,12288,9472,11280,12544,10880,178688,1151.6333175130517,1333.3038917824074,1363.4477739726028,1251.330038265306,1265.9707245879122,1330.7922077922078,1130.674614448052,1311.3601831896551,1283.0711096938776,1369.2693278489296,1158.309375,1313.9866536458333,1302.3363597972973,1240.604255319149,1247.0519770408164,1344.9405330882353,1274.8801464365836
2021-05-05T22:13:54.000Z,10112,10496,8960,10880,10752,9344,11136,11008,10624,9856,10368,11264,8320,11120,12416,8832,165488,1405.3665941455697,1360.9935213414635,1279.2450892857144,1302.2688419117646,1346.0948660714287,1356.8699700342465,1239.100484913793,1226.2063953488373,1328.6554028614457,1413.8900162337663,1313.5334683641975,1383.5445667613637,1339.8538461538462,1251.7750899280575,1339.7781088917525,1339.2099184782608,1326.6491362953443
2021-05-05T22:13:55.000Z,10112,10510,8576,11648,10275,8576,11524,10880,10925,9344,10240,9984,8832,10752,10809,8704,161691,1383.8928995253164,1378.5257849666984,1286.824510261194,1424.0916037087911,1407.021897810219,1293.193796641791,1384.4033321763277,1356.7964154411766,1355.0730434782608,1261.3193493150684,1453.430859375,1370.1386217948718,1324.459125905797,1409.933872767857,1356.8010916828568,1381.6887637867646,1364.2246855398746
2021-05-05T22:13:56.000Z,8064,10994,9844,10496,10077,9728,10876,11136,11136,9600,9216,10457,9427,10267,11975,9088,162381,1503.2833581349207,1368.1331635437512,1521.260971149939,1506.632050304878,1405.3899970229236,1413.6996299342106,1585.151342405296,1541.4354346264367,1316.9758441091954,1350.9342708333334,1524.7688802083333,1370.3031462178444,1404.9564018245464,1571.2075581961624,1411.6116910229646,1390.5390625,1449.142675127171
2021-05-05T22:13:57.000Z,9344,10752,9484,9381,9600,9600,9984,9728,11387,10880,8832,10407,9517,9829,10752,9344,158821,1527.953232020548,1413.4937686011904,1439.1657528469,1547.3256582453896,1472.450625,1468.6291666666666,1538.8282251602564,1627.7680921052631,1517.5852287696496,1483.7087316176471,1521.5207201086957,1532.435476121841,1464.5670904696858,1528.070912605555,1551.297619047619,1414.0406678082193,1503.0525604496954
2021-05-05T22:13:58.000Z,7974,12032,9728,9527,10752,10752,8991,8960,12120,11264,8448,10763,10057,9216,11136,10880,162600,1541.5796338098821,1678.3108377659576,1619.470703125,1564.4023302193766,1680.9470796130952,1619.714564732143,1567.5931487042599,1531.1372767857142,1678.1988448844884,1669.37109375,1553.880800189394,1675.7850041809904,1561.5021378144577,1526.3008897569443,1695.2579920977012,1687.2258272058823,1615.6673852897054
2021-05-05T22:13:59.000Z,10586,12288,11264,11211,10612,10294,11233,10624,11392,11008,10496,10613,11447,11146,11008,10368,175590,1709.2017759304742,1790.5345865885417,1660.1625532670455,1648.7349924181608,1718.3497926875236,1680.5554692053624,1618.4413780824357,1677.0078125,1750.7534234550562,1727.8550145348838,1641.313262195122,1728.1726184867616,1658.9416440988905,1644.7488785214427,1694.5939316860465,1734.365451388889,1692.7332865654148
2021-05-05T22:14:00.000Z,10937,10112,11136,11097,9484,12088,11520,10496,10850,11264,10418,9859,13568,11510,11264,11392,176995,1529.1459266709335,1592.2652294303798,1529.302981321839,1543.505091466162,1686.1236819907213,1582.3503474520185,1508.26328125,1649.823456554878,1617.1851612903226,1577.3590198863637,1535.365905164139,1635.8505933664671,1470.1401090801887,1591.2852302345786,1580.390536221591,1490.4025632022472,1569.9224446614267
2021-05-05T22:14:01.000Z,11335,11195,12289,12288,9856,12350,12288,10880,11038,11776,11598,10621,13907,12032,11639,12416,187508,1521.2013233348036,1601.464761054042,1563.7491252339491,1568.087646484375,1530.2016030844156,1518.7857489878543,1647.1419270833333,1504.0496323529412,1533.983420909585,1572.2821841032608,1621.0259527504743,1497.467281800207,1574.9252175163588,1583.1610704787233,1564.181630724289,1498.4613402061855,1556.2606166315497
2021-05-05T22:14:02.000Z,11210,9669,10544,11264,9119,10324,10425,10880,10496,10869,9856,10496,11437,10112,10505,11392,168598,1497.3822479928635,1490.8129072292895,1567.993171471927,1495.4547230113637,1465.7260664546552,1604.0505617977528,1554.4300239808153,1431.5880514705882,1487.241330030488,1418.596835035422,1509.6045048701299,1417.8857660060976,1598.9177231791555,1510.8961629746836,1474.4110423607806,1574.3294417134832,1506.2075349737183
2021-05-05T22:14:03.000Z,10934,10624,10831,11136,10465,10368,9802,12032,11776,11147,10191,12160,11136,9984,11264,10368,174218,1486.6841960856045,1409.301204819277,1535.6226571877019,1481.9647988505747,1445.3022455805065,1571.2614776234568,1493.3715568251378,1478.697140957447,1404.6142153532608,1623.0894411052302,1454.818565400844,1458.8078125,1689.1879489942528,1491.0147235576924,1448.3284801136363,1607.5809220679012,1504.9779616889075
2021-05-05T22:14:04.000Z,11136,10752,9216,10988,9830,8808,9725,11751,11776,10880,9777,11559,8566,10456,11648,9088,165956,1670.8377334770114,1554.3134300595239,1639.930447048611,1647.04796141245,1651.1401831129197,1613.1099000908266,1617.734498714653,1621.2997191728364,1558.632133152174,1618.7397058823528,1649.500255702158,1629.1674020243966,1607.248190520663,1614.9353481254782,1558.637190934066,1676.4690801056338,1620.5464487209847
2021-05-05T22:14:05.000Z,11378,11264,10240,11412,11034,10392,9728,11801,12389,10496,10496,11993,9226,10536,11648,10624,174657,1584.4314466514327,1612.6663707386363,1535.70380859375,1608.4429547844375,1666.0611745513866,1509.8608545034642,1648.5291940789473,1636.6691805779171,1710.6961820970216,1474.6229992378048,1662.6174733231708,1712.7481864420913,1480.9060264469977,1600.1827069096432,1656.6031936813188,1480.8133471385543,1598.847193734786
2021-05-05T22:14:06.000Z,10200,10752,9724,10368,8846,9216,9088,10880,10267,11316,9472,9489,9856,9984,10880,8832,159170,1672.6698039215687,1876.767113095238,1724.5166598107774,1756.3414351851852,1664.2246212977616,1671.8602430555557,1823.0064920774648,1765.3192095588236,1917.4190123697283,1737.4006716154117,1657.2700591216217,1774.3169986299927,1672.1125202922078,1782.3956330128206,1866.2003676470588,1684.129981884058,1752.8719264109545
2021-05-05T22:14:07.000Z,9654,8832,10372,9344,9202,10240,8077.999999999999,9856,8725,10828,8960,9455,10368,9344,9130,10112,152500,1922.6564118500103,1888.4079483695652,1864.4342460470498,1842.3865582191781,1772.7999347967834,1923.62255859375,1761.8477345877693,1934.1869926948052,1864.2044699140401,1895.038049501293,1783.951450892857,1766.0346906398731,1862.7988040123457,1875.087970890411,1851.1986856516976,1991.2699762658228,1862.4954051829532
2021-05-05T22:14:08.000Z,10240,9344,10112,10240,11264,9856,9714,9472,9323,10624,10752,10240,10240,9088,9174,9728,159411,1977.7923828125,1809.437821061644,1729.0994857594937,1899.45556640625,1834.7317116477273,1780.828530844156,1701.450998558781,1889.6473817567567,1745.324573635096,1807.355609939759,1894.7610677083333,1771.391796875,1704.29541015625,1836.391835387324,1861.8160017440593,1760.6594366776317,1812.7774756856725
2021-05-05T22:14:09.000Z,9472,8832,10496,10116,10563,10496,9646,9398,9472,11136,9728,10368,11520,10240,9600,9856,160939,1987.487647804054,1913.9853940217392,2049.649294969512,1978.237149070779,1970.9355296790684,2093.652724847561,2003.8959154053493,2014.910619280698,1837.4077280405406,1968.4691091954023,2037.4643297697369,2013.5192901234568,1994.4065972222222,1960.8095703125,1911.7654166666666,1889.8521712662337,1976.65303047972
2021-05-05T22:14:10.000Z,8820,9728,10368,9596,11011,9216,10450,8938,11008,10368,9760,10752,10624,9472,9345,9856,159312,2012.4867346938775,1932.0770970394738,2080.5785108024693,2012.6948728636933,1964.9938243574607,1933.1788194444443,2187.5987559808614,2036.6022600134258,1946.5694040697674,1891.7075617283951,2056.630430327869,2005.712890625,2017.1000564759036,2001.1755701013512,1867.2572498662387,1967.0757913961038,1994.5899893616458
2021-05-05T22:14:11.000Z,9868,11776,9600,10240,11834,11139,9856,9440,11257,12862,9568,12032,11136,10496,11647,11648,174399,1955.3594446696393,1842.8305876358695,2098.8159375,2031.69296875,1944.0730099712691,1939.120477601221,1901.8138189935064,2005.815466101695,2029.1351159278672,1960.5534131550303,1940.7574205685619,1855.099567819149,2132.0298132183907,2001.2415205792684,1910.419678887267,1952.0449862637363,1968.8002017276547
2021-05-05T22:14:12.000Z,9856,12032,9344,9344,12340,10877,9523,9472,11143,12327,9216,11776,10240,9786,11776,11264,170316,1854.739448051948,1786.2924700797873,2042.80051369863,1936.9515196917807,1909.5958670988655,1871.6945849039257,1884.4352619972697,1873.6247888513512,2031.0223458673606,1950.9171736837836,1968.826388888889,1868.5653023097825,2000.26455078125,1893.458307786634,1971.8833220108695,1977.2047230113637,1926.3922855445933
2021-05-05T22:14:13.000Z,10368,11904,8704,9307,11468,11136,10317,9472,10368,11904,10368,11648,9728,10438,10496,10007,167633,2021.7109375,2101.9063340053763,1918.213809742647,2008.8943805737617,2052.906435298221,1981.9785380747126,2060.184646699622,1968.3807010135135,1921.4717399691358,2006.2428595430108,2026.5047260802469,2037.733173076923,1902.012027138158,1962.792968001533,2084.0927972560976,2055.504247027081,2006.9081450625022
2021-05-05T22:14:14.000Z,9094,11553,9021,10021,10624,10658,10112,10112,10112,11419,9984,11008,10441,10752,10624,10217,165752,1973.5164943919067,2012.7988401281052,1852.7698703026272,1832.7786648039119,2032.8758471385543,1911.5348095327454,1860.5567642405063,1925.4164359177216,1933.7471321202531,1906.0121726946318,1774.2998798076924,2026.9999091569769,1888.2234460300738,1889.5699404761904,1968.7255271084337,1965.2742488010178,1922.1937489157092
2021-05-05T22:14:15.000Z,10362,11615,10691,11392,10880,11486,10880,10112,12032,12160,11904,11392,11063,11648,10624,10880,179121,1992.064852345107,1831.683512699096,1927.023290618277,1905.9416257022472,1940.6282169117646,2067.3702768587846,1897.3116727941176,1938.7147943037974,1884.9939328457447,2017.7236019736843,1878.782258064516,1958.2804599719102,1959.1768959595047,1902.2664835164835,1928.5926204819277,1902.2597426470588,1933.3008898558764
2021-05-05T22:14:16.000Z,9546,12033,10496,11392,11136,10624,11648,10624,12416,12215,12544,11136,12106,12160,10880,11392,182348,1782.3336476010895,1750.8884733649131,1758.5728849085365,1880.4388167134832,1666.4283405172414,1893.1556852409637,1796.9374141483515,1865.9658320783133,1758.8596971649486,1783.3997544003275,1853.1171077806123,1721.04373204023,1777.2534280522054,1856.1953947368422,1785.4641544117646,1719.055389747191,1790.5693595566886
2021-05-05T22:14:17.000Z,9910,12927,11008,10496,11648,8960,10765,10112,12160,11081,10667,11648,10806,11008,11136,10647,174979,1882.543995963673,1829.227508315928,1841.1561591569769,1892.2401867378048,1771.1174450549452,1851.2660714285714,1807.1642359498373,1818.4169303797469,1848.0679276315789,1777.465932677556,1924.3810818411926,1803.736607142857,1753.0848602628168,1826.8205850290697,1809.9360632183907,1912.5396825396826,1834.322829583164
2021-05-05T22:14:18.000Z,8704,12032,9344,9217,11520,9344,10611,9856,12160,10240,10709,11648,10240,10624,10752,9833,166834,1809.1212086397059,1828.6870013297873,1903.0886130136987,1856.3467505695996,1812.280295138889,1861.9656464041095,1868.1358967109604,1780.3640422077922,1790.1012335526316,1986.3701171875,1878.2794845457092,1708.287345467033,1935.06728515625,1862.8405496987953,1760.2782738095239,1901.3623512661445,1846.4110059186328
2021-05-05T22:14:19.000Z,10368,11008,9600,9727,11392,8960,9856,10186,11008,9856,9356,11008,10112,11136,11466,9600,164639,1761.1353202160494,1958.2678052325582,2005.6917708333333,1899.892978307803,1937.9984199438202,1926.3428571428572,1950.3964082792209,1850.1926173178872,1913.3557412790697,2077.246651785714,1884.441641727234,1997.425417877907,2049.89863528481,1903.972341954023,1929.3294086865515,1993.2603125,1939.9280205230525
2021-05-05T22:14:20.000Z,9600,10988,8832,9681,11136,8704,9472,10166,11776,9088,9460,10880,9472,9728,10422,9328,158733,1990.1930208333333,2182.1322351656354,1942.9106657608695,1983.04390042351,2131.201239224138,2025.403377757353,2131.9171241554054,1988.9320283297266,2017.1164232336957,1876.741747359155,2094.038266384778,2075.1065257352943,1996.3093327702702,2009.2337582236842,1950.37583957014,1869.616423670669,2016.5169942873536
2021-05-05T22:14:21.000Z,11264,11412,9600,10360,11264,9216,11264,11264,12160,10624,11392,12160,10496,12032,12672,10478,177658,1969.3004261363637,2001.6321416053277,2098.3045833333335,1968.1742277992278,2046.1528764204545,2076.9739583333335,2028.327059659091,1984.2112038352273,2101.211513157895,1911.0994917168675,1993.7441186797753,2065.4859375,1927.104706554878,1992.4071642287233,2026.6849747474748,1883.596869631609,2004.650703333724
2021-05-05T22:14:22.000Z,12800,11803,10112,11433,12032,9984,10112,11940,12160,11520,9984,11904,11008,12032,12416,11566,182806,2060.917265625,1859.8683385579936,2045.4300830696202,1975.725618822706,1914.008560505319,2000.358673878205,1947.7612737341772,2080.4918760469013,2022.4078125,1940.3683159722223,2090.4732572115386,1865.052755376344,1982.0992005813953,1957.7861535904256,2000.9089884020618,2026.5482448556113,1985.6379011705951
2021-05-05T22:14:23.000Z,10112,12283,9088,10638,11520,11136,10752,10716,11136,12544,10368,11904,12416,11310,11648,12276,179847,2007.5526107594937,1988.739640153057,2067.08681778169,2089.2864260199285,1954.6868923611112,1864.5352011494253,2062.8777901785716,2122.0877192982457,2045.5157147988505,2038.4259406887754,2003.3878279320988,1998.3398857526881,2000.4553801546392,2076.31308576481,2129.505923763736,2134.833007494298,2036.4768665032138
2021-05-05T22:14:24.000Z,11776,12394,9216,11776,12928,9856,11136,11392,11520,11269,11264,12824,10880,12626,11264,10112,182233,2032.3225203804348,1919.0034694206875,2020.346896701389,1962.9140625,1934.6917543316831,1930.6915584415585,1954.6709770114942,2022.5449438202247,1980.7206597222223,2014.6526754814092,1956.5037286931818,1969.2967872738616,2003.535018382353,1930.3155393632187,2022.5335582386363,2024.6964992088608,1979.9650405607008
2021-05-05T22:14:25.000Z,10112,12160,9088,10240,12672,11008,10624,10452,11392,11069,9856,12136,10723,10880,11648,10112,174172,2057.591871044304,2099.8027960526315,2009.4799735915492,2029.7341796875,1984.8989109848485,1996.5823037790697,1986.3621046686746,1878.298316111749,1980.3979108146068,2045.2144728521096,1831.637987012987,1958.759475939354,1977.8307376666978,2125.865073529412,2033.318080357143,2033.1429984177216,2001.807324531897
2021-05-05T22:14:26.000Z,8832,10112,7808,9344,10790,9728,8902,9388,9269,9722,9600,10624,8989,9043,8704,8448,149303,1851.2394701086957,1810.525217563291,1985.672131147541,1796.5738441780823,1905.5943466172382,2148.0018503289475,1947.3962031004269,1749.882083510865,1844.9055993095265,2092.0098745114174,1905.5292708333334,1935.2610128012047,2202.3585493380797,1898.079066681411,1890.6815257352941,2068.4546638257575,1939.5102943494444
2021-05-05T22:14:27.000Z,9088,11136,7808,10880,10842,8192,9786,11378,11467,9668,10496,12288,8832,9556,9088,7936,158441,2131.4129621478874,2055.9609375,1989.6150102459017,1940.9140625,2105.457849105331,1962.9554443359375,2109.2184753729816,2021.6900158200035,1977.255079794192,1908.5926768721556,2082.4367378048782,1990.0807291666667,2097.5009057971015,2134.613227291754,2195.5323503521126,1982.3077116935483,2042.8465109875283
2021-05-05T22:14:28.000Z,9280,11392,10167,10368,11389,10880,9600,10638,10880,10368,9985,10496,10240,10201,9856,9984,165724,2318.9116379310344,2198.3260182584268,2015.3679551490116,2281.9189814814813,2241.4068838352796,2195.9802389705883,2320.154270833333,2232.7585072382026,2287.1039522058823,2146.0232445987654,2215.3439158738106,2312.041825457317,2027.4271484375,2318.7217919811783,2281.276278409091,2196.5242387820513,2224.3304305901843
2021-05-05T22:14:29.000Z,9408,11264,10057,10752,10755,9472,9212,10544,10880,9856,9087,11392,9216,8576,9856,8576,158903,2135.267219387755,2196.479580965909,1983.9469026548672,2086.3527715773807,2322.9190144119016,2067.8312922297296,2209.2609639600523,2318.0910470409713,2194.857261029412,2166.6579748376626,2411.788268955651,2376.2143609550562,2194.897026909722,2024.7440531716418,2110.046469155844,2000.5455923507463,2174.9937374746437
2021-05-05T22:14:30.000Z,9728,11136,9728,11520,11961,10496,9348,10960,11136,10880,10624,11136,9216,10368,10368,9856,168461,2190.5096628289475,2357.2891522988507,2104.6990131578946,2176.8124131944446,2104.551793328317,2003.4340701219512,2288.0449293966626,2263.9954379562046,2243.5797413793102,2203.8633272058823,2327.901826054217,2235.997665229885,2183.380425347222,2276.8968942901233,2073.52555941358,2261.612114448052,2206.0058766032216
2021-05-05T22:14:31.000Z,9344,11136,10624,11264,11207,11392,9237,11136,11264,11904,9600,11520,10368,10654,10496,10368,171514,2136.187392979452,2133.9540229885056,2341.8345256024095,2261.120916193182,2061.519942892835,2171.37579002809,2231.282884053264,2214.9224137931033,2211.750887784091,2248.101982526882,2236.75875,2155.077951388889,2412.453221450617,2150.740566923221,1971.2863948170732,2156.269675925926,2193.4148324592215
2021-05-05T22:14:32.000Z,10624,11648,12032,12288,12419,12800,10436,12160,11694,11392,10624,11264,11392,11490,12544,12416,187223,2301.277861445783,2241.93646978022,2388.921791888298,2245.7652180989585,2238.074482647556,2180.011640625,2224.6024338827137,2224.8620888157893,2218.30639644262,2203.618416432584,2116.949736445783,2184.8349609375,2239.7966994382023,2178.037075718016,2252.3025350765306,2152.5455863402062,2224.490212125985
2021-05-05T22:14:33.000Z,9600,11264,10042,10638,11908,11008,9127,10240,10962,10674,9472,10624,8704,9600,10752,9216,163831,2226.6467708333334,2174.318270596591,2204.5714001194983,2238.9509306260575,2217.038209606987,2180.587027616279,2090.5314999452175,2090.270703125,2234.1061850027368,2180.685029042533,2135.349662162162,2165.0984563253014,2223.8167509191176,2229.1588541666665,2218.992652529762,2096.591796875,2181.669637468265
