time,producer-service-1_throughput,total_throughput,producer-service-1_latency,average_latency
2021-05-05T18:52:46.000Z,58368,58368,14.14722108004386,14.14722108004386
2021-05-05T18:52:47.000Z,58368,58368,14.102933114035087,14.102933114035087
2021-05-05T18:52:48.000Z,59392,59392,14.154381061422415,14.154381061422415
2021-05-05T18:52:49.000Z,57344,57344,14.100010463169642,14.100010463169642
2021-05-05T18:52:50.000Z,59392,59392,14.125858701508621,14.125858701508621
2021-05-05T18:52:51.000Z,59392,59392,14.154010641163794,14.154010641163794
2021-05-05T18:52:52.000Z,59392,59392,14.035105738146552,14.035105738146552
2021-05-05T18:52:53.000Z,59392,59392,14.045662715517242,14.045662715517242
2021-05-05T18:52:54.000Z,58368,58368,14.21948670504386,14.21948670504386
2021-05-05T18:52:55.000Z,58368,58368,14.088712993421053,14.088712993421053
2021-05-05T18:52:56.000Z,58368,58368,14.113503974780702,14.113503974780702
2021-05-05T18:52:57.000Z,59392,59392,14.134630926724139,14.134630926724139
2021-05-05T18:52:58.000Z,57984,57984,14.253690673289183,14.253690673289183
2021-05-05T18:52:59.000Z,59654,59654,14.0827605860462,14.0827605860462
2021-05-05T18:53:00.000Z,57466,57466,14.028886646016774,14.028886646016774
2021-05-05T18:53:01.000Z,58368,58368,14.049736156798245,14.049736156798245
2021-05-05T18:53:02.000Z,58368,58368,13.835046600877194,13.835046600877194
2021-05-05T18:53:03.000Z,59392,59392,14.164567618534482,14.164567618534482
2021-05-05T18:53:04.000Z,58368,58368,14.0498046875,14.0498046875
2021-05-05T18:53:05.000Z,58368,58368,14.093407346491228,14.093407346491228
2021-05-05T18:53:06.000Z,58368,58368,14.142149808114034,14.142149808114034
2021-05-05T18:53:07.000Z,59145,59145,14.240645870318708,14.240645870318708
2021-05-05T18:53:08.000Z,58615,58615,13.99290284056982,13.99290284056982
2021-05-05T18:53:09.000Z,59392,59392,14.018874595905173,14.018874595905173
2021-05-05T18:53:10.000Z,58595,58595,14.085843502005291,14.085843502005291
2021-05-05T18:53:11.000Z,59165,59165,14.134099552100059,14.134099552100059
2021-05-05T18:53:12.000Z,57344,57344,14.546334402901786,14.546334402901786
2021-05-05T18:53:13.000Z,51200,51200,16.18376953125,16.18376953125
2021-05-05T18:53:14.000Z,55296,55296,15.21287254050926,15.21287254050926
2021-05-05T18:53:15.000Z,58368,58368,14.029262609649123,14.029262609649123
2021-05-05T18:53:16.000Z,59392,59392,14.033674568965518,14.033674568965518
2021-05-05T18:53:17.000Z,59392,59392,14.040493669181034,14.040493669181034
2021-05-05T18:53:18.000Z,59231,59231,14.074234775708666,14.074234775708666
2021-05-05T18:53:19.000Z,58529,58529,13.994361769379282,13.994361769379282
2021-05-05T18:53:20.000Z,59392,59392,13.933795797413794,13.933795797413794
2021-05-05T18:53:21.000Z,59392,59392,13.960903825431034,13.960903825431034
2021-05-05T18:53:22.000Z,58368,58368,14.02405427631579,14.02405427631579
2021-05-05T18:53:23.000Z,59392,59392,14.055041082974139,14.055041082974139
2021-05-05T18:53:24.000Z,58368,58368,14.03136992872807,14.03136992872807
2021-05-05T18:53:25.000Z,59392,59392,13.893655711206897,13.893655711206897
2021-05-05T18:53:26.000Z,58368,58368,13.971731085526315,13.971731085526315
2021-05-05T18:53:27.000Z,59392,59392,13.9658203125,13.9658203125
2021-05-05T18:53:28.000Z,58368,58368,14.118369654605264,14.118369654605264
2021-05-05T18:53:29.000Z,59392,59392,14.110402074353448,14.110402074353448
2021-05-05T18:53:30.000Z,59392,59392,14.00420932112069,14.00420932112069
2021-05-05T18:53:31.000Z,58368,58368,14.169921875,14.169921875
2021-05-05T18:53:32.000Z,59392,59392,14.17999057112069,14.17999057112069
2021-05-05T18:53:33.000Z,58421,58421,14.054826175519077,14.054826175519077
2021-05-05T18:53:34.000Z,59339,59339,14.142065083671785,14.142065083671785
2021-05-05T18:53:35.000Z,59392,59392,14.06707974137931,14.06707974137931
2021-05-05T18:53:36.000Z,59118,59118,14.08479650867756,14.08479650867756
2021-05-05T18:53:37.000Z,58642,58642,13.998397053306505,13.998397053306505
2021-05-05T18:53:38.000Z,58368,58368,14.099283854166666,14.099283854166666
2021-05-05T18:53:39.000Z,58368,58368,14.129951343201755,14.129951343201755
2021-05-05T18:53:40.000Z,60416,60416,14.09474311440678,14.09474311440678
2021-05-05T18:53:41.000Z,58368,58368,14.103772615131579,14.103772615131579
2021-05-05T18:53:42.000Z,58368,58368,14.017749451754385,14.017749451754385
2021-05-05T18:53:43.000Z,58368,58368,14.022563733552632,14.022563733552632
2021-05-05T18:53:44.000Z,58368,58368,14.21484375,14.21484375
2021-05-05T18:53:45.000Z,53248,53248,15.827505258413462,15.827505258413462
2021-05-05T18:53:46.000Z,52224,52224,16.200099571078432,16.200099571078432
2021-05-05T18:53:47.000Z,57344,57344,14.273873465401786,14.273873465401786
2021-05-05T18:53:48.000Z,58505,58505,14.090351252029741,14.090351252029741
2021-05-05T18:53:49.000Z,55159,55159,15.094327308326838,15.094327308326838
2021-05-05T18:53:50.000Z,56320,56320,14.676598011363636,14.676598011363636
2021-05-05T18:53:51.000Z,56320,56320,14.472265625,14.472265625
2021-05-05T18:53:52.000Z,58368,58368,14.184039199561404,14.184039199561404
2021-05-05T18:53:53.000Z,58368,58368,14.243609512061404,14.243609512061404
2021-05-05T18:53:54.000Z,57344,57344,14.3592529296875,14.3592529296875
2021-05-05T18:53:55.000Z,57410,57410,14.275161121755792,14.275161121755792
2021-05-05T18:53:56.000Z,57178,57178,14.546818706495506,14.546818706495506
2021-05-05T18:53:57.000Z,58468,58468,14.326571799958952,14.326571799958952
2021-05-05T18:53:58.000Z,57344,57344,14.504377092633929,14.504377092633929
2021-05-05T18:53:59.000Z,57344,57344,14.1168212890625,14.1168212890625
2021-05-05T18:54:00.000Z,58368,58368,14.234272203947368,14.234272203947368
2021-05-05T18:54:01.000Z,58058,58058,14.18808777429467,14.18808777429467
2021-05-05T18:54:02.000Z,57654,57654,14.132826863704166,14.132826863704166
2021-05-05T18:54:03.000Z,58368,58368,14.283408717105264,14.283408717105264
2021-05-05T18:54:04.000Z,57344,57344,14.327008928571429,14.327008928571429
2021-05-05T18:54:05.000Z,58368,58368,14.418688322368421,14.418688322368421
2021-05-05T18:54:06.000Z,58368,58368,14.09765625,14.09765625
2021-05-05T18:54:07.000Z,59392,59392,14.001969962284482,14.001969962284482
2021-05-05T18:54:08.000Z,58368,58368,14.024225603070175,14.024225603070175
2021-05-05T18:54:09.000Z,59392,59392,14.059806034482758,14.059806034482758
2021-05-05T18:54:10.000Z,58368,58368,14.221628289473685,14.221628289473685
2021-05-05T18:54:11.000Z,58368,58368,13.97143983004386,13.97143983004386
2021-05-05T18:54:12.000Z,59392,59392,13.973195043103448,13.973195043103448
2021-05-05T18:54:13.000Z,59392,59392,14.051151670258621,14.051151670258621
2021-05-05T18:54:14.000Z,59351,59351,14.056309076510926,14.056309076510926
2021-05-05T18:54:15.000Z,58557,58557,13.9512953190908,13.9512953190908
2021-05-05T18:54:16.000Z,59244,59244,13.940196475592465,13.940196475592465
2021-05-05T18:54:17.000Z,49152,49152,16.170511881510418,16.170511881510418
2021-05-05T18:54:18.000Z,55296,55296,16.21404803240741,16.21404803240741
2021-05-05T18:54:19.000Z,57344,57344,14.613141741071429,14.613141741071429
2021-05-05T18:54:20.000Z,57344,57344,14.111921037946429,14.111921037946429
2021-05-05T18:54:21.000Z,59133,59133,14.09367020107216,14.09367020107216
2021-05-05T18:54:22.000Z,57603,57603,14.182716177976841,14.182716177976841
2021-05-05T18:54:23.000Z,59392,59392,14.051370554956897,14.051370554956897
2021-05-05T18:54:24.000Z,57344,57344,14.235037667410714,14.235037667410714
2021-05-05T18:54:25.000Z,58368,58368,14.161304139254385,14.161304139254385
2021-05-05T18:54:26.000Z,60335,60335,14.067771608519102,14.067771608519102
2021-05-05T18:54:27.000Z,59196,59196,14.189235759172917,14.189235759172917
2021-05-05T18:54:28.000Z,57621,57621,14.098714010516998,14.098714010516998
2021-05-05T18:54:29.000Z,57344,57344,14.487200055803571,14.487200055803571
2021-05-05T18:54:30.000Z,57344,57344,14.254132952008929,14.254132952008929
2021-05-05T18:54:31.000Z,58368,58368,14.075743558114034,14.075743558114034
2021-05-05T18:54:32.000Z,59392,59392,13.994106950431034,13.994106950431034
2021-05-05T18:54:33.000Z,58566,58566,14.05084861523751,14.05084861523751
2021-05-05T18:54:34.000Z,59194,59194,14.14682231307227,14.14682231307227
2021-05-05T18:54:35.000Z,59392,59392,14.054519127155173,14.054519127155173
2021-05-05T18:54:36.000Z,59392,59392,14.07049771012931,14.07049771012931
2021-05-05T18:54:37.000Z,58368,58368,14.135964912280702,14.135964912280702
2021-05-05T18:54:38.000Z,59392,59392,14.024009967672415,14.024009967672415
2021-05-05T18:54:39.000Z,58368,58368,14.240148711622806,14.240148711622806
2021-05-05T18:54:40.000Z,59392,59392,14.060344827586206,14.060344827586206
2021-05-05T18:54:41.000Z,59392,59392,13.960196659482758,13.960196659482758
2021-05-05T18:54:42.000Z,59392,59392,13.993029364224139,13.993029364224139
2021-05-05T18:54:43.000Z,59392,59392,14.01904296875,14.01904296875
2021-05-05T18:54:44.000Z,58368,58368,14.129985608552632,14.129985608552632
2021-05-05T18:54:45.000Z,58368,58368,14.144239994517545,14.144239994517545
2021-05-05T18:54:46.000Z,59392,59392,14.054822198275861,14.054822198275861
2021-05-05T18:54:47.000Z,58368,58368,13.995014391447368,13.995014391447368
2021-05-05T18:54:48.000Z,59392,59392,14.183071794181034,14.183071794181034
2021-05-05T18:54:49.000Z,57344,57344,14.371163504464286,14.371163504464286
2021-05-05T18:54:50.000Z,55296,55296,14.956416377314815,14.956416377314815
2021-05-05T18:54:51.000Z,54272,54272,15.811025943396226,15.811025943396226
2021-05-05T18:54:52.000Z,57344,57344,14.403529575892858,14.403529575892858
2021-05-05T18:54:53.000Z,58368,58368,14.167060718201755,14.167060718201755
2021-05-05T18:54:54.000Z,58368,58368,14.06102658991228,14.06102658991228
2021-05-05T18:54:55.000Z,58368,58368,14.197556880482455,14.197556880482455
2021-05-05T18:54:56.000Z,59392,59392,14.051909348060345,14.051909348060345
2021-05-05T18:54:57.000Z,59392,59392,13.974575700431034,13.974575700431034
2021-05-05T18:54:58.000Z,59392,59392,14.159836341594827,14.159836341594827
2021-05-05T18:54:59.000Z,58368,58368,14.093493009868421,14.093493009868421
2021-05-05T18:55:00.000Z,59392,59392,14.111227101293103,14.111227101293103
2021-05-05T18:55:01.000Z,58368,58368,14.072351288377194,14.072351288377194
2021-05-05T18:55:02.000Z,59392,59392,14.022427262931034,14.022427262931034
2021-05-05T18:55:03.000Z,58368,58368,14.137661047149123,14.137661047149123
2021-05-05T18:55:04.000Z,59392,59392,14.134361530172415,14.134361530172415
2021-05-05T18:55:05.000Z,58368,58368,14.125085663377194,14.125085663377194
2021-05-05T18:55:06.000Z,58368,58368,14.179036458333334,14.179036458333334
2021-05-05T18:55:07.000Z,59392,59392,14.028791756465518,14.028791756465518
2021-05-05T18:55:08.000Z,58368,58368,14.172388980263158,14.172388980263158
2021-05-05T18:55:09.000Z,58368,58368,14.340974506578947,14.340974506578947
2021-05-05T18:55:10.000Z,58368,58368,14.055338541666666,14.055338541666666
2021-05-05T18:55:11.000Z,58763,58763,14.121368888586355,14.121368888586355
2021-05-05T18:55:12.000Z,60021,60021,14.013928458372902,14.013928458372902
2021-05-05T18:55:13.000Z,58368,58368,14.240628426535087,14.240628426535087
2021-05-05T18:55:14.000Z,59392,59392,14.053273168103448,14.053273168103448
2021-05-05T18:55:15.000Z,58368,58368,13.923022889254385,13.923022889254385
2021-05-05T18:55:16.000Z,60416,60416,13.886685646186441,13.886685646186441
2021-05-05T18:55:17.000Z,58368,58368,14.114840323464913,14.114840323464913
2021-05-05T18:55:18.000Z,59392,59392,13.922801050646552,13.922801050646552
2021-05-05T18:55:19.000Z,60416,60416,13.957825741525424,13.957825741525424
2021-05-05T18:55:20.000Z,59392,59392,14.06926858836207,14.06926858836207
2021-05-05T18:55:21.000Z,60041,60041,13.912276610982495,13.912276610982495
2021-05-05T18:55:22.000Z,54647,54647,15.480410635533515,15.480410635533515
2021-05-05T18:55:23.000Z,52224,52224,15.88070618872549,15.88070618872549
2021-05-05T18:55:24.000Z,49152,49152,17.0001220703125,17.0001220703125
2021-05-05T18:55:25.000Z,58377,58377,14.310276307449852,14.310276307449852
2021-05-05T18:55:26.000Z,58359,58359,14.106787299302592,14.106787299302592
2021-05-05T18:55:27.000Z,58368,58368,14.084926672149123,14.084926672149123
2021-05-05T18:55:28.000Z,58368,58368,14.21496367872807,14.21496367872807
2021-05-05T18:55:29.000Z,58316,58316,14.187941559777762,14.187941559777762
2021-05-05T18:55:30.000Z,57396,57396,14.248100912955607,14.248100912955607
2021-05-05T18:55:31.000Z,57835,57835,14.292539119910089,14.292539119910089
2021-05-05T18:55:32.000Z,57877,57877,14.103771791903519,14.103771791903519
2021-05-05T18:55:33.000Z,58368,58368,14.16234923245614,14.16234923245614
2021-05-05T18:55:34.000Z,57344,57344,14.150006975446429,14.150006975446429
2021-05-05T18:55:35.000Z,59008,59008,14.15099647505423,14.15099647505423
2021-05-05T18:55:36.000Z,58368,58368,14.02258086622807,14.02258086622807
2021-05-05T18:55:37.000Z,56704,56704,14.259505502257337,14.259505502257337
2021-05-05T18:55:38.000Z,57409,57409,14.457976972251737,14.457976972251737
2021-05-05T18:55:39.000Z,58303,58303,14.223916436547004,14.223916436547004
2021-05-05T18:55:40.000Z,57828,57828,14.038285951442209,14.038285951442209
2021-05-05T18:55:41.000Z,57884,57884,14.136929030474743,14.136929030474743
2021-05-05T18:55:42.000Z,58368,58368,14.214004248903509,14.214004248903509
2021-05-05T18:55:43.000Z,58376,58376,14.100417979991777,14.100417979991777
2021-05-05T18:55:44.000Z,58360,58360,14.109612748457847,14.109612748457847
2021-05-05T18:55:45.000Z,59392,59392,14.162496632543103,14.162496632543103
2021-05-05T18:55:46.000Z,58368,58368,14.292180646929825,14.292180646929825
2021-05-05T18:55:47.000Z,57344,57344,14.110055106026786,14.110055106026786
2021-05-05T18:55:48.000Z,58368,58368,14.09875274122807,14.09875274122807
2021-05-05T18:55:49.000Z,57344,57344,14.148542131696429,14.148542131696429
2021-05-05T18:55:50.000Z,59392,59392,14.081155711206897,14.081155711206897
2021-05-05T18:55:51.000Z,58368,58368,14.102676123903509,14.102676123903509
2021-05-05T18:55:52.000Z,58368,58368,14.080883360745615,14.080883360745615
2021-05-05T18:55:53.000Z,58368,58368,14.234237938596491,14.234237938596491
2021-05-05T18:55:54.000Z,58368,58368,14.16455934758772,14.16455934758772
2021-05-05T18:55:55.000Z,54272,54272,15.363907724056604,15.363907724056604
2021-05-05T18:55:56.000Z,50176,50176,16.577686543367346,16.577686543367346
2021-05-05T18:55:57.000Z,56320,56320,14.623615056818181,14.623615056818181
2021-05-05T18:55:58.000Z,58368,58368,14.260296737938596,14.260296737938596
2021-05-05T18:55:59.000Z,59002,59002,14.118995966238433,14.118995966238433
2021-05-05T18:56:00.000Z,57734,57734,14.15923026292999,14.15923026292999
2021-05-05T18:56:01.000Z,59392,59392,14.044282058189655,14.044282058189655
2021-05-05T18:56:02.000Z,57344,57344,14.150582449776786,14.150582449776786
2021-05-05T18:56:03.000Z,58428,58428,14.184740193058122,14.184740193058122
2021-05-05T18:56:04.000Z,58308,58308,14.30675036015641,14.30675036015641
2021-05-05T18:56:05.000Z,58368,58368,14.053162691885966,14.053162691885966
2021-05-05T18:56:06.000Z,58368,58368,14.034556606359649,14.034556606359649
2021-05-05T18:56:07.000Z,58368,58368,14.114977384868421,14.114977384868421
2021-05-05T18:56:08.000Z,58368,58368,14.374177631578947,14.374177631578947
2021-05-05T18:56:09.000Z,57456,57456,14.086431356168198,14.086431356168198
2021-05-05T18:56:10.000Z,58256,58256,14.19640895358418,14.19640895358418
2021-05-05T18:56:11.000Z,57984,57984,13.972371688741722,13.972371688741722
2021-05-05T18:56:12.000Z,58752,58752,14.01266339869281,14.01266339869281
2021-05-05T18:56:13.000Z,58368,58368,14.068222313596491,14.068222313596491
2021-05-05T18:56:14.000Z,58368,58368,14.06981565241228,14.06981565241228
2021-05-05T18:56:15.000Z,58368,58368,14.288891173245615,14.288891173245615
2021-05-05T18:56:16.000Z,58368,58368,14.029314007675438,14.029314007675438
2021-05-05T18:56:17.000Z,59392,59392,14.056724811422415,14.056724811422415
2021-05-05T18:56:18.000Z,57344,57344,14.172781808035714,14.172781808035714
2021-05-05T18:56:19.000Z,56246,56246,14.732692102549514,14.732692102549514
2021-05-05T18:56:20.000Z,53984,53984,15.519116775340843,15.519116775340843
2021-05-05T18:56:21.000Z,55658,55658,14.952208128211577,14.952208128211577
2021-05-05T18:56:22.000Z,57344,57344,14.275285993303571,14.275285993303571
2021-05-05T18:56:23.000Z,56320,56320,14.796147017045454,14.796147017045454
2021-05-05T18:56:24.000Z,58368,58368,14.019479851973685,14.019479851973685
2021-05-05T18:56:25.000Z,58368,58368,14.159967790570175,14.159967790570175
2021-05-05T18:56:26.000Z,59392,59392,14.157277074353448,14.157277074353448
2021-05-05T18:56:27.000Z,53248,53248,15.743257962740385,15.743257962740385
