time,producer-service-1_throughput,producer-service-2_throughput,total_throughput,producer-service-1_latency,producer-service-2_latency,average_latency
2021-05-05T19:53:21.000Z,29664,26961,56625,564.9498718985976,464.4112607099143,514.680566304256
2021-05-05T19:53:22.000Z,30975,24274,55249,622.5381759483454,479.26180275191564,550.8999893501305
2021-05-05T19:53:23.000Z,26536,29204,55740,626.5591272233946,457.3224558279688,541.9407915256817
2021-05-05T19:53:24.000Z,26029,27361,53390,658.7362941334666,485.91517122912177,572.3257326812942
2021-05-05T19:53:25.000Z,25623,30225,55848,730.7180267728213,407.63334987593055,569.1756883243759
2021-05-05T19:53:26.000Z,28076,28978,57054,679.5538894429405,440.54327420801985,560.0485818254801
2021-05-05T19:53:27.000Z,29085,25141,54226,607.193329895135,464.3642655423412,535.7787977187381
2021-05-05T19:53:28.000Z,29819,27617,57436,618.4421342097321,466.1757975160227,542.3089658628774
2021-05-05T19:53:29.000Z,31515,25699,57214,563.7483737902586,482.2622281022608,523.0053009462597
2021-05-05T19:53:30.000Z,27160,30645,57805,628.1056332842415,433.47854462391905,530.7920889540803
2021-05-05T19:53:31.000Z,27618,28524,56142,633.8094358751539,433.9768265320432,533.8931312035986
2021-05-05T19:53:32.000Z,29868,28651,58519,627.6670349537967,434.61188091166105,531.1394579327289
2021-05-05T19:53:33.000Z,29182,27748,56930,626.2529984236859,470.25612656768055,548.2545624956832
2021-05-05T19:53:34.000Z,30260,29941,60201,619.1381031064111,406.16803045990446,512.6530667831578
2021-05-05T19:53:35.000Z,32540.999999999996,25400,57941,560.708828862051,485.65177165354334,523.1803002577972
2021-05-05T19:53:36.000Z,30298,25817,56115,562.4746517921975,497.00197544253786,529.7383136173677
2021-05-05T19:53:37.000Z,28740,28136,56876,609.0590814196242,447.77843332385555,528.41875737174
2021-05-05T19:53:38.000Z,27581,32264.000000000004,59845,645.7712193176462,394.5001859657823,520.1357026417143
2021-05-05T19:53:39.000Z,30008,27161,57169,565.7683617701946,481.1562166341445,523.4622892021696
2021-05-05T19:53:40.000Z,32685.000000000004,28993,61678,594.8754474529601,416.524540406305,505.69999392963257
2021-05-05T19:53:41.000Z,27794,27245,55039,654.5796215010433,462.2973022572949,558.4384618791692
2021-05-05T19:53:42.000Z,24391,30308,54699,697.666024353245,410.15467863270425,553.9103514929747
2021-05-05T19:53:43.000Z,28624,25068,53692,654.272219116825,473.9814105632679,564.1268148400464
2021-05-05T19:53:44.000Z,27794,27306,55100,613.3934302367418,482.195231817183,547.7943310269624
2021-05-05T19:53:45.000Z,28303,28640,56943,671.1743631417164,449.8181215083799,560.4962423250481
2021-05-05T19:53:46.000Z,28112,27811,55923,618.8919322709163,462.6336701305239,540.7628012007201
2021-05-05T19:53:47.000Z,29811,30141,59952,631.3752641642346,395.5015427490793,513.4384034566569
2021-05-05T19:53:48.000Z,27089,28295,55384,640.6257890656724,443.2959533486482,541.9608712071603
2021-05-05T19:53:49.000Z,31477,30646,62123,600.2524700575023,440.8906219408732,520.5715459991877
2021-05-05T19:53:50.000Z,29977,28120,58097,576.7876705474197,427.5772759601707,502.1824732537952
2021-05-05T19:53:51.000Z,30524,29318,59842,616.2163215830167,434.9728494440276,525.5945855135221
2021-05-05T19:53:52.000Z,29611,27970,57581,593.7078450575799,443.236360386128,518.472102721854
2021-05-05T19:53:53.000Z,30319,26425,56744,609.8954780830502,473.13089877010407,541.5131884265771
2021-05-05T19:53:54.000Z,25342,29065,54407,691.2422855338963,459.5514880440392,575.3968867889678
2021-05-05T19:53:55.000Z,29302,27004,56306,618.4720155620777,427.34939268256556,522.9107041223216
2021-05-05T19:53:56.000Z,29315,24678,53993,610.7581784069589,539.3946835237864,575.0764309653727
2021-05-05T19:53:57.000Z,27508,29026,56534,653.9449614657555,421.9223799352305,537.9336707004929
2021-05-05T19:53:58.000Z,26858,26805,53663,655.5351105815772,483.62376422309273,569.579437402335
2021-05-05T19:53:59.000Z,24774,29171,53945,708.5452086865262,432.2112029069967,570.3782057967614
2021-05-05T19:54:00.000Z,29929,31608,61537,614.5786026930402,412.21662237408253,513.3976125335614
2021-05-05T19:54:01.000Z,28272,28208,56480,622.560766836446,434.7776871809416,528.6692270086937
2021-05-05T19:54:02.000Z,31122,28033,59155,608.870220422852,443.7212570898584,526.2957387563551
2021-05-05T19:54:03.000Z,29111,31585,60696,598.2964171618976,418.2808611682761,508.2886391650868
2021-05-05T19:54:04.000Z,31111,28781,59892,596.3486226736524,413.4814982106251,504.9150604421387
2021-05-05T19:54:05.000Z,27420,28010,55430,615.9811816192561,450.82045697965015,533.4008192994531
2021-05-05T19:54:06.000Z,28917,25877,54794,661.2422450461667,440.5644781079723,550.9033615770695
2021-05-05T19:54:07.000Z,29950,27609,57559,600.7141569282137,477.6847404831758,539.1994487056947
2021-05-05T19:54:08.000Z,30704,25387,56091,581.2127735799896,513.8171111198645,547.5149423499271
2021-05-05T19:54:09.000Z,25095,27056,52151,642.3393504682208,460.22763897102305,551.2834947196219
2021-05-05T19:54:10.000Z,28251,29274,57525,697.4892216204736,434.21534467445514,565.8522831474644
2021-05-05T19:54:11.000Z,33283,31632,64915,546.6617492413544,406.8826188669702,476.77218405416227
2021-05-05T19:54:12.000Z,31323,32865,64188,581.9746192893401,396.0719001977788,489.0232597435595
2021-05-05T19:54:13.000Z,26216,32423,58639,652.2585825450107,373.3617802177467,512.8101813813787
2021-05-05T19:54:14.000Z,26203,30915,57118,675.239132923711,402.8396894711305,539.0394111974208
2021-05-05T19:54:15.000Z,25428,28649,54077,678.721606103508,428.4414813780586,553.5815437407832
2021-05-05T19:54:16.000Z,28548,27632,56180,693.7840829480174,457.7413867979155,575.7627348729665
2021-05-05T19:54:17.000Z,27653,29223,56876,639.8084113839367,426.80744618964513,533.3079287867909
2021-05-05T19:54:18.000Z,30449,30366,60815,624.4860914972577,388.85114931173024,506.66862040449394
2021-05-05T19:54:19.000Z,29951,26624,56575,581.0041400954893,492.3473557692308,536.6757479323601
2021-05-05T19:54:20.000Z,34327,27262,61589,556.0753925481399,473.6304379722691,514.8529152602046
2021-05-05T19:54:21.000Z,28172,28049,56221,570.3784608831464,447.5811971906307,508.97982903688853
2021-05-05T19:54:22.000Z,32686.999999999996,22450,55137,561.3995778138097,560.1697104677061,560.7846441407579
2021-05-05T19:54:23.000Z,21335,30816,52151,704.1828919615655,380.1414849428868,542.1621884522261
2021-05-05T19:54:24.000Z,31057,28987,60044,683.0302669285508,462.63952806430467,572.8348974964277
2021-05-05T19:54:25.000Z,24206,32088,56294,696.1861935057424,355.47294938917975,525.829571447461
2021-05-05T19:54:26.000Z,33303,30491,63794,580.6178122091103,430.83519727132597,505.72650474021816
2021-05-05T19:54:27.000Z,29530,31152,60682,584.3917372163901,403.7760657421674,494.0839014792788
2021-05-05T19:54:28.000Z,26042,28659,54701,702.0911604331465,422.83331588680693,562.4622381599767
2021-05-05T19:54:29.000Z,25106,29089,54195,664.6872460766351,445.60208326171403,555.1446646691745
2021-05-05T19:54:30.000Z,23787,30426,54213,763.4031613906756,395.1630184710445,579.28308993086
2021-05-05T19:54:31.000Z,27594,26653,54247,679.1987750960353,469.1215998199077,574.1601874579715
2021-05-05T19:54:32.000Z,26828,23057,49885,685.2671835395855,508.53194257709157,596.8995630583386
2021-05-05T19:54:33.000Z,34582,26299,60881,533.3825978832919,495.017757329176,514.2001776062339
2021-05-05T19:54:34.000Z,31206,27855,59061,560.6241427930527,467.8167653922097,514.2204540926311
