time,producer-service-10_throughput,producer-service-11_throughput,producer-service-12_throughput,producer-service-1_throughput,producer-service-2_throughput,producer-service-3_throughput,producer-service-4_throughput,producer-service-5_throughput,producer-service-6_throughput,producer-service-7_throughput,producer-service-8_throughput,producer-service-9_throughput,total_throughput,producer-service-10_latency,producer-service-11_latency,producer-service-12_latency,producer-service-1_latency,producer-service-2_latency,producer-service-3_latency,producer-service-4_latency,producer-service-5_latency,producer-service-6_latency,producer-service-7_latency,producer-service-8_latency,producer-service-9_latency,average_latency
2021-05-05T21:55:49.000Z,6876,5931,6360,5135,6645,6553,4465,5414,6172,7647,4484,4468,70150,3240.9079406631763,1443.03658742202,2324.6630503144656,4489.3857838364165,2440.5369450714825,2261.957271478712,4330.063157894737,4850.0286294791285,3129.410887880752,1339.4244801883092,3570.4375557537915,3668.7585049239033,3090.7175662422414
2021-05-05T21:55:50.000Z,5677,5858,6044,6483,6595,5177,5841,5693,6954,5668,6558,5858,72406,3347.1368680641185,1537.673950153636,2519.0582395764395,4443.272713250039,2094.140106141016,2188.6785783272167,4544.373908577299,4740.351484278939,2858.0987920621224,1264.4361326746648,3562.0547422994814,3867.542847388187,3080.56819689943
2021-05-05T21:55:51.000Z,5362,6038,5624,5474,5035,5549,6519,7372,5231,5863,6280,5288,69635,3717.6549794852667,1564.2750910897648,2475.2530227596017,4375.251370113263,2105.7056603773585,2150.9731483150117,4420.159533670809,4684.619913185024,2785.754540240872,1588.6810506566603,3336.766560509554,4025.1130862329805,3102.517329719681
2021-05-05T21:55:52.000Z,6801,6352,5353,6630,5728,4647,5724,6532,6126,6330,5357,5961,71541,3651.3187766504925,1524.6128778337531,2529.367644311601,4438.732730015083,2403.9807960893854,2397.6761351409514,4353.969252271139,4556.620943049602,2752.4102187397975,1399.6431279620854,3202.042374463319,4047.9939607448414,3104.86406977267
2021-05-05T21:55:53.000Z,5465,6103,6617,4815,4096,4808,5550,6284,5557,6113,5425,4901,65734,3759.5597438243367,1351.8638374569884,2463.938340637751,4576.008722741433,2549.009033203125,2504.687811980033,4302.565945945946,4266.541374920433,3006.673564873133,1376.5136594143628,3310.456589861751,3845.708222811671,3109.460570639247
2021-05-05T21:55:54.000Z,5630,6284,6638,3904,5477,5674,6217,4243,4599,8312,5260,5951,68189,3819.919893428064,1405.9167727562062,2347.6804760470022,4464.577100409836,2404.277706773781,2513.7555516390553,4118.787035547692,4358.778222955456,3087.7806044792346,1178.5525745909529,3518.7688212927756,3676.1757687783565,3074.5808773915346
2021-05-05T21:55:55.000Z,5365,4962,6606,5692,5784,6588,7050,6195,7228,5600,6676,6954,74700,3730.036346691519,1436.3688029020557,2290.833484710869,4846.412157413914,2493.0032849239283,2133.3315118397086,3929.7797163120567,4487.830992736078,3058.344770337576,1196.1367857142857,3575.845865787897,3636.625107851596,3067.879068935124
2021-05-05T21:55:56.000Z,5555,5433,6570,6033,6090,7776,4163,4502,6469,5787,4109,7287,69774,4002.3011701170117,1751.0283452972576,2330.9164383561642,4879.26752859274,2422.603776683087,1711.1171553497943,4104.341100168148,4806.915593069747,2756.9171432988096,1543.4990495939173,3457.1000243368217,3286.273363524084,3087.690057365631
2021-05-05T21:55:57.000Z,5240,5881,7671,5439,6040,6511,6177,6054,6350,5588,5549,6066,72566,4054.187213740458,1540.5679306240436,2165.352105331769,4971.246184960471,2350.742715231788,1712.1819996928275,4159.626517727052,5140.708787578461,2646.1774803149606,1493.5130637079455,3593.0603712380607,3169.303165182987,3083.0556279442353
2021-05-05T21:55:58.000Z,5387,5694,6535,4520,6198,5260,6096,5693,5543,5104,6417,5987,68434,4270.9173937256355,1468.967860906217,1993.4898240244836,4994.26703539823,2152.8330106485964,2024.21463878327,4086.1753608923887,5053.855787809591,2555.872271333213,1539.130094043887,3511.8192301698614,3136.1332887923836,3065.639649710647
2021-05-05T21:55:59.000Z,5985,4623,4835,5985,4513,5750,4825,5742,5577,6604,4951,6006,65396,4213.054803675856,1539.6104261302185,2274.166494312306,4950.234920634921,2118.666740527365,2183.577565217391,4301.930984455958,4994.560606060606,2966.211224672763,1473.114476075106,3523.5580690769543,3226.111555111555,3147.0664888292504
2021-05-05T21:56:00.000Z,5040,3857,5187,5195,5691,6366,3380,6964,5593,6393,6583,5981,66230,3984.2253968253967,1835.836401348198,2554.8922305764413,4961.781328200193,2433.07151642945,2082.9436066603835,4664.219822485207,4711.2604824813325,2932.9064902556765,1324.5548255904896,3368.9055142032507,3481.1997993646546,3194.6497845350555
2021-05-05T21:56:01.000Z,4467,6963,7079,7011,6601,5480,5606,4578,3900,6470,5144,5930,69229,4127.174389970898,1644.9460002872324,2632.1895747987005,4733.75837968906,2370.810180275716,2134.993613138686,4599.317516946129,4549.066404543469,3200.7071794871795,1250.0355486862443,3287.7853810264387,3534.2827993254637,3172.088914014601
2021-05-05T21:56:02.000Z,5852,6324,5438,6750,5133,5515,6154,5295,5128,7279,6546,6787,72201,4171.747436773752,1297.3069259962049,2473.060867966164,4367.274814814815,2130.4198324566532,2102.572982774252,4807.112122196945,4709.552030217186,3350.6132995319813,1274.6697348536886,3306.6845401772075,3427.547517312509,3118.213508755946
2021-05-05T21:56:03.000Z,6072,6577,8007,4938,6265,6629,6222,4327,6636,6710,6107,7476,75966,4129.585968379447,1455.2598449140946,2340.586861496191,4264.205143782908,2310.012928970471,2193.3825614723187,4729.7444551591125,5111.462445112087,3351.1790235081376,1272.2985096870343,3240.0463402652695,3288.3925896201176,3140.513056030599
2021-05-05T21:56:04.000Z,6304,7169,4906,6502,6253,4365,5786,6103,4819,5695,5741,6024,69667,4037.7097081218276,1351.7782117450133,2298.7399103139014,4195.471085819748,2331.4773708619864,2283.1493699885455,4404.009332872451,4959.030640668524,3213.334924258145,1314.4344161545216,3220.626371712245,3133.8170650730412,3061.9648672991625
