time,producer-service-1_throughput,producer-service-2_throughput,producer-service-3_throughput,producer-service-4_throughput,producer-service-5_throughput,total_throughput,producer-service-1_latency,producer-service-2_latency,producer-service-3_latency,producer-service-4_latency,producer-service-5_latency,average_latency
2021-04-20T17:16:21.000Z,13157,12798,13259,13789,14036,67039,1189.512578855362,920.090873573996,933.5670865072781,1239.581115381826,1358.8408378455401,1128.3184984328004
2021-04-20T17:16:22.000Z,13297,15246,14349,14324,13248,70464,1243.833872302023,924.8326118326119,917.1655864520176,1339.8087126500977,1388.0111714975844,1162.730390946867
2021-04-20T17:16:23.000Z,11851,13134,13617,13697,13597,65896,1118.2862205721037,956.5472818638648,924.1199236248807,1234.6689786084544,1297.194601750386,1106.1634012839381
2021-04-20T17:16:24.000Z,15486,15044,15281,15586,14778,76175,1043.023505101382,920.7198883275724,899.3479484326942,1201.1889516232516,1281.1728921369604,1069.090637124372
2021-04-20T17:16:25.000Z,14060,14575,13957,13860,13347,69799,1060.8519203413941,961.8439794168096,956.593107401304,1299.0391053391054,1325.8339701805648,1120.8324165358358
2021-04-20T17:16:26.000Z,15317,12632,13159,13298,14728,69134,1110.9450936867534,969.0060956301456,934.5319553157535,1317.7061212212363,1285.5590711569798,1123.5496674021738
2021-04-20T17:16:27.000Z,13206,14269,13513,13983,14064,69035,1121.3675601999091,942.8952974980728,931.2017316658033,1274.7105771293714,1310.5524744027305,1116.1455281791773
2021-04-20T17:16:28.000Z,13958,12571,15033,14143,13308,69013,1131.0247170081673,953.2603611486755,948.3506286170425,1265.2126847203563,1301.748872858431,1119.9194528705345
2021-04-20T17:16:29.000Z,12738,16526,12394,14811,15239,71708,1129.5519704820224,942.0867118479971,913.5287235759238,1188.9223550064141,1332.6896778003807,1101.3558877425476
2021-04-20T17:16:30.000Z,13602,13046,14828,14792,13366,69634,1124.1893103955301,959.151310746589,924.2642298354465,1299.884194159005,1335.0567110579082,1128.5091512388958
2021-04-20T17:16:31.000Z,15588,12696,14979,11743,14219,69225,1103.9549653579677,951.1603654694392,928.7493824687897,1284.727241761049,1393.4810464870948,1132.414600308868
2021-04-20T17:16:32.000Z,13786,14919,13959,16523,12816,72003,1118.1500072537356,951.2605402506871,925.8919693387778,1194.1726684016219,1340.0962078651685,1105.9142786219982
2021-04-20T17:16:33.000Z,13981,14119,14261,11986,14656,69003,1115.941563550533,959.2546214321128,937.0646518476965,1278.7132487902552,1321.9514874454148,1122.5851146132022
2021-04-20T17:16:34.000Z,13836,12077,13485,14900,11348,65646,1079.5090344030066,920.6280533245011,946.7549128661476,1225.3724161073826,1313.7532604864293,1097.2035354374934
2021-04-20T17:16:35.000Z,14297,15083,14138,14992,15594,74104,1162.5486465692104,982.2458396870649,951.19833073985,1273.4274279615795,1291.0927920995255,1132.1026074114461
2021-04-20T17:16:36.000Z,12458,11695,11203,14460,13621,63437,1214.0217530903838,1003.7862334330911,988.5629742033384,1355.9461964038728,1419.5035606783642,1196.3641435618101
2021-04-20T17:16:37.000Z,11692,13717,13178,11720,13225,63532,1123.7225453301403,951.8322519501348,1011.8212171801488,1272.9244027303755,1327.5003402646503,1137.56015149109
2021-04-20T17:16:38.000Z,15244,15408,14121,14347,14270,73390,1093.0869194437155,905.6374610591901,938.1324268819488,1184.0029971422598,1374.1378416257883,1098.9995292305807
2021-04-20T17:16:39.000Z,14776,14268,14355,16219.000000000002,12768,72386,1085.6754195993503,913.0065180824222,903.0312783002438,1263.2511868795857,1334.1827224310778,1099.8294250585361
2021-04-20T17:16:40.000Z,14018,13991,13920,13487,13175,68591,1113.9321586531603,926.811593167036,902.0590517241379,1273.363090383332,1376.6015180265654,1118.5534823908463
2021-04-20T17:16:41.000Z,12843,14455,12671,13160,12680,65809,1170.7508370318462,977.721411276375,1006.6203930234393,1279.9615501519756,1394.5055205047317,1165.9119423976736
2021-04-20T17:16:42.000Z,14439,13889,15363,14051,13560,71302,1141.9058106517073,947.4613723090215,917.1773091193127,1211.482883780514,1300.6089970501475,1103.7272745821406
2021-04-20T17:16:43.000Z,13111,14135,13639,15387,15083,71355,1133.3889863473419,926.6929607357623,948.8618667057702,1193.7739000454928,1335.189484850494,1107.5814397369722
2021-04-20T17:16:44.000Z,13496,13481,13324,13989,13456,67746,1087.1961321873148,931.4430680216601,903.9516661663164,1233.0060762027308,1288.1917360285374,1088.7577357213117
2021-04-20T17:16:45.000Z,14299,14442,12894,14633,14670,70938,1060.5610881879852,981.1905553247473,958.309136032263,1250.952982983667,1324.5625085207907,1115.1152542098905
2021-04-20T17:16:46.000Z,15884,13703,13123,13922,13176,69808,1089.1731301939058,921.0040866963438,964.3637887678123,1252.4631518459992,1280.3517000607164,1101.4711715129556
2021-04-20T17:16:47.000Z,12654,12827,14668,14026,14406,68581,1162.127864706812,936.6993841116395,929.1658712844287,1300.156067303579,1297.5689990281826,1125.1436372869284
2021-04-20T17:16:48.000Z,12813,15328,13732,13941,14136,69950,1065.0304378365722,894.5583898747391,932.9301631226333,1272.145541926691,1246.7009762308999,1082.2731017983072
2021-04-20T17:16:49.000Z,14944,13771,14980,12581,15311,71587,1123.409595824411,937.9894706266792,895.2518691588785,1255.5442333677768,1256.723270851022,1093.7836879657534
2021-04-20T17:16:50.000Z,13637,15225,14663,15783,14108,73416,1095.3567500183324,889.0497865353037,889.7078360499215,1228.984033453716,1256.6534590303374,1071.9503730175222
2021-04-20T17:16:51.000Z,14001,14735,14194,13633,15596,72159,1218.8087993714735,987.3417712928401,899.5356488657179,1249.4789848162548,1272.651962041549,1125.5634332775671
2021-04-20T17:16:52.000Z,12098,13282,14741,14640,12334,67095,1124.9279219705736,986.1121819003163,918.6028763313208,1279.1625,1339.749148694665,1129.7109257793752
2021-04-20T17:16:53.000Z,14139,12483,12969,14287,13621,67499,1135.7352005092298,998.7869101978691,943.2273112807464,1320.584307412333,1277.0295866676456,1135.0726632135647
2021-04-20T17:16:54.000Z,13975,13675,15255,13684,15272,71861,1078.9454740608228,946.7075685557587,892.5510980006555,1277.8057585501315,1308.2355945521215,1100.849098743898
2021-04-20T17:16:55.000Z,13798,14124,14084,14001,13966,69973,1097.0839976808234,907.7420702350609,890.1199943197955,1228.40632811942,1276.2036374051268,1079.9112055520454
2021-04-20T17:16:56.000Z,14688,14229,14405,13034,13530,69886,1063.6121323529412,917.2886358844613,912.1908365150989,1249.3474758324382,1268.0659275683665,1082.1010016306614
2021-04-20T17:16:57.000Z,14724,14627,14434,14374,15622,73781,1120.1615050258083,878.4697477268066,869.9779686850492,1266.4459440656742,1266.7386378184613,1080.3587606643598
2021-04-20T17:16:58.000Z,13794,13990,14932,15120,14869,72705,1064.8580542264754,888.484345961401,864.5492901151889,1205.5828703703703,1295.1742551617458,1063.7297631670365
2021-04-20T17:16:59.000Z,14422,14778,13657,14558,12593,70008,1036.668353903758,915.681147651915,849.7167020575529,1259.4789119384532,1280.4699436194712,1068.4030118342303
2021-04-20T17:17:00.000Z,14634,13317,15579,13493,14219,71242,1162.575372420391,984.3575129533679,888.8915848257269,1234.8891276958423,1263.831844714818,1106.9090885220292
2021-04-20T17:17:01.000Z,11866,15221,15395,15662,14835,72979,1189.2545929546604,904.0777872675908,867.5658330626827,1191.27065508875,1292.8889113582743,1089.0115559463916
2021-04-20T17:17:02.000Z,13975,14417,14004,14068,14015,70479,1054.5462611806797,968.1304016092114,935.3921022564981,1270.6426642024453,1291.7106671423476,1104.0844192782365
2021-04-20T17:17:03.000Z,15948,12332,12954,13050,14445,68729,1113.6551918735893,921.6059844307492,944.6130152848541,1376.7470498084292,1370.8987885081342,1145.5040059811513
2021-04-20T17:17:04.000Z,12561,15354,14271,13084,12607,67877,1065.0965687445266,934.6736355347141,914.5419381963422,1316.9997707123205,1326.6014119140161,1111.582665020384
2021-04-20T17:17:05.000Z,15239,14437,14000,14575,13283,71534,1018.611785550233,972.2494285516382,831.0545714285714,1230.7385248713551,1281.4160957614997,1066.8140812326594
2021-04-20T17:17:06.000Z,14223,13006,16079,13795,13939,71042,1098.6407930816283,942.6900661233277,883.060327134772,1217.0305183037333,1268.197503407705,1081.9238416102332
2021-04-20T17:17:07.000Z,14431,14149,14316,14003,14820,71719,1147.0832236158271,899.0701109619055,926.1527661357921,1229.2854388345354,1366.9535087719298,1113.7090096639981
2021-04-20T17:17:08.000Z,12983,14168,13315,13344,13241,67051,1206.2312254486637,971.2121682665161,960.552084115659,1362.3654826139089,1375.180348916245,1175.1082618721985
2021-04-20T17:17:09.000Z,13146,13889,13841,13728,12790,67394,1089.1157766621025,952.3141334869321,887.5756809479084,1346.4032634032635,1285.2971071149336,1112.141192323028
2021-04-20T17:17:10.000Z,14985,13290,13958,13718,14344,70295,1054.0586586586587,935.4676448457487,928.5730047284711,1216.512538270885,1230.7794199665366,1073.07825329406
2021-04-20T17:17:11.000Z,14830,14082,15343,14762,14740,73757,1071.4343223196224,949.8328362448516,864.0101675030959,1225.782956238992,1276.2790366350068,1077.467863788314
2021-04-20T17:17:12.000Z,13363,14390,15434,13433,15448,72068,1105.968644765397,960.3863099374565,900.9810159388363,1237.681530559071,1274.1649404453651,1095.8364883292252
2021-04-20T17:17:13.000Z,14141,13616,13443,15230,13621,70051,1104.5967753341347,910.6761897767333,900.5106747005876,1253.9344057780695,1312.282578371632,1096.4001247922315
2021-04-20T17:17:14.000Z,13570,13641,14288,14011,14334,69844,1111.0154016212232,952.0840114361117,924.3966965285555,1215.665619870102,1300.197781498535,1100.6719021909055
2021-04-20T17:17:15.000Z,14364,14240,13927,15361,13419,71311,1091.889097744361,902.8730337078651,946.8722625116679,1251.946422758935,1212.7918622848201,1081.2745358015297
2021-04-20T17:17:16.000Z,15310,14059,14776,12342,15963,72450,1146.6669497060745,932.9121559143609,902.3525311315647,1332.0704099821746,1247.0385265927457,1112.208114665384
2021-04-20T17:17:17.000Z,12061,14256,13337,13777,13870,67301,1096.1785921565377,957.356551627385,863.5495988603134,1245.7958191188213,1349.5869502523433,1102.4935024030801
2021-04-20T17:17:18.000Z,14442,13698,14975,14201,13866,71182,1081.8615150256196,936.8788144254636,846.5808347245409,1189.717414266601,1370.9079042261646,1085.1892965336779
2021-04-20T17:17:19.000Z,15049,14095,15589,16157,12785,73675,1007.8436440959532,887.8195104647037,941.8446981846174,1271.4082441047224,1340.122174423152,1089.8076542546296
2021-04-20T17:17:20.000Z,14913,14202,12989,12011,12218,66333,1072.501240528398,974.1575834389523,965.8020632843175,1229.8976771292982,1323.9479456539532,1113.2613020069837
2021-04-20T17:17:21.000Z,14666,14235,13202,14765,15933,72801,1108.1687576708032,948.5562346329469,917.7249659142554,1256.581442600745,1281.0355237557271,1102.4133849148955
2021-04-20T17:17:22.000Z,13171,13842,14791,15757,13347,70908,1082.1697669121554,930.3940182054616,917.3990940436752,1210.9730278606335,1297.022701730726,1087.5917217505303
2021-04-20T17:17:23.000Z,15202,13174,14496,13951,12797,69620,1031.392316800421,926.177318961591,890.5725027593819,1179.6995914271379,1202.0874423693053,1045.9858344635675
2021-04-20T17:17:24.000Z,15757,14141,13114,13818,16766,73596,1064.9545598781494,940.2975037126088,894.2611712673479,1219.4572297003908,1240.1557914827627,1071.825251208252
2021-04-20T17:17:25.000Z,13516,14713,15154,15449,13371,72203,1131.6012873631253,975.7474342418269,895.4078131186485,1243.4481843485016,1225.6744446937403,1094.3758327531684
2021-04-20T17:17:26.000Z,13290,12162,14830,12543,15946,68771,1150.9392024078254,993.4290412761059,869.7143627781523,1280.4526030455233,1220.9051799824408,1103.0880778980095
2021-04-20T17:17:27.000Z,14393,14912,14293,14793,14048,72439,1156.1843951921073,888.1637607296137,927.0831875743371,1297.2553234638006,1345.6879271070616,1122.8749188133838
2021-04-20T17:17:28.000Z,12317,15325,14283,14666,12665,69256,1139.5477794917595,875.7186949429038,911.1890359168242,1282.5867312150551,1306.9480457954994,1103.1980574724084
2021-04-20T17:17:29.000Z,14891,14258,14340,12254,15004,70747,1139.6030488214358,907.6883854678075,881.834239888424,1327.0002448180187,1287.577112769928,1108.7406063531228
2021-04-20T17:17:30.000Z,12771,14749,15518,13875,14393,71306,1066.2209693837601,926.8140890907858,886.657752287666,1210.860108108108,1266.289585215035,1071.368500817071
2021-04-20T17:17:31.000Z,14262,13191,13732,14760,14298,70243,1112.1611274716029,901.193844287772,869.7798572676959,1220.3978319783198,1261.393971184781,1072.9853264380345
2021-04-20T17:17:32.000Z,13781,15725,15544,15190,14654,74894,1162.4218852042668,945.1508426073132,913.4913793103449,1257.8418696510862,1342.2643646785862,1124.2340682903196
2021-04-20T17:17:33.000Z,14475,13488,14947,13908,12539,69357,1094.238341968912,887.4059163701068,855.5516826118953,1201.578947368421,1297.7684823351144,1067.30867413089
2021-04-20T17:17:34.000Z,14403,15393,15021,14939,14645,74401,1088.8628063597862,853.2934450724355,829.4754676785833,1156.1706272173506,1317.8937521338341,1049.139219692398
2021-04-20T17:17:35.000Z,13705,14142,15788,15734,13992,73361,1069.7870120394016,898.7197001838496,887.084747909805,1248.4607855599338,1305.614208118925,1081.933290762383
2021-04-20T17:17:36.000Z,15415,14766,13038,13411,14592,71222,1038.8361336360688,892.7471894893674,873.5842920693358,1257.9075385877265,1230.6920230263158,1058.753435361763
2021-04-20T17:17:37.000Z,14281,13973,15900,14733,14754,73641,1108.059099502836,955.1246690045087,922.5382389937107,1211.243399171927,1287.42618950793,1096.8783192361825
2021-04-20T17:17:38.000Z,13655,13780,13688,14414,14522,70059,1066.046576345661,934.5317851959361,913.7998246639393,1206.214513667268,1343.3445117752376,1092.7874423296084
2021-04-20T17:17:39.000Z,15289,14021,14397,13302,12039,69048,1101.8007717967166,957.8813208758291,956.7649510314649,1263.2210945722447,1411.3724561840684,1138.2081188920647
2021-04-20T17:17:40.000Z,12182,13446,11973,14397,12344,64342,1123.1723033984567,963.4117209579057,940.4774075002088,1283.6462457456414,1335.0976182760855,1129.1610591756598
2021-04-20T17:17:41.000Z,15710,15669,14846,13487,13961,73673,1056.3722469764482,909.2877656519241,894.3921595042435,1188.8642396381701,1273.2827161378125,1064.4398255817198
2021-04-20T17:17:42.000Z,13814,13046,15348,15809,14694,72711,1016.2864485304764,900.3873984363023,846.1964425332291,1107.6060471883104,1242.52688172043,1022.6006436817497
2021-04-20T17:17:43.000Z,16570,16423,15655,15959,15958,80565,1091.920337960169,885.4353650368386,906.598658575535,1178.4975875681434,1339.0161674395288,1080.293623316043
2021-04-20T17:17:44.000Z,12164,13153,12197,14015,12510,64039,1154.1601446892469,990.4497833193948,1005.3988685742396,1230.9672493756689,1323.206075139888,1140.8364242196876
2021-04-20T17:17:45.000Z,13901,13799,13600,14306,13504,69110,1085.105963599741,948.4193057467933,987.6967647058824,1202.3397875017474,1324.1114484597156,1109.534654002776
2021-04-20T17:17:46.000Z,14122,14140,14146,15896,13469,71773,1087.0552329698344,910.3248939179632,872.2684857910364,1176.3285732259687,1279.912688395575,1065.1779748600754
2021-04-20T17:17:47.000Z,15049,13968,15485,14899,13956,73357,1083.2070569473055,901.2711912943872,866.3355505327736,1159.2418954292234,1267.603683003726,1055.5318754414832
2021-04-20T17:17:48.000Z,14016,15016,14009,15299,15544,73884,1092.9775256849316,895.5843766648908,932.5762723963167,1258.6616772338061,1332.9312274832732,1102.5462158926439
2021-04-20T17:17:49.000Z,13898,13260,12643,13460,12359,65620,1065.2105338897684,953.3834087481147,916.8921933085502,1266.8759286775633,1387.9393963912937,1118.060292203058
2021-04-20T17:17:50.000Z,14785,15629,15002,13746,14217,73379,997.3241799120731,912.5775801394843,866.4848686841755,1259.107522188273,1321.897235703735,1071.478277325548
2021-04-20T17:17:51.000Z,16600,15113,15193,13289,12691,72886,1031.2765060240963,925.5021504664858,923.2675574277628,1365.5069606441418,1311.8670711527855,1111.4840491430546
2021-04-20T17:17:52.000Z,13811,12072,13848,12648,14471,66850,1154.413004127145,959.5170642809808,968.1854419410745,1362.3172043010752,1312.9977195770853,1151.486086845472
2021-04-20T17:17:53.000Z,13146,14034,13683,13775,14440,69078,1044.228738779857,946.1938862761864,863.3848571219762,1256.9122323049003,1190.3280470914128,1060.2095523148666
2021-04-20T17:17:54.000Z,14636,14426,14534,14621,15149,73366,1111.485378518721,900.0383335643976,872.741915508463,1286.6254702140757,1257.6840715558783,1085.7150338723072
2021-04-20T17:17:55.000Z,14785,14936,14920,14245,14163,73049,1097.336692593845,973.4622388859133,882.4148123324396,1285.065637065637,1314.800889642025,1110.6160541039721
2021-04-20T17:17:56.000Z,13592,13917,14350,13305,13361,68525,1123.4026633313713,928.9487676941869,880.5418118466899,1218.990229237129,1275.8092957113988,1085.538553564155
2021-04-20T17:17:57.000Z,14438,13969,14088,14004,15297,71796,1132.985247264164,938.048893979526,972.6031374219193,1219.8597543558983,1336.8618683401974,1120.071780272341
2021-04-20T17:17:58.000Z,12519,14759,14027,15920,13205,70430,1109.324866203371,873.3121485195473,947.7784986098239,1216.4345477386935,1207.7911397198031,1070.9282401582477
2021-04-20T17:17:59.000Z,14414,14226,14421,14133,15496,72690,1074.5341334813377,942.6296921130324,911.0868871784204,1261.4786669496923,1258.925851832731,1089.731046311043
2021-04-20T17:18:00.000Z,15588,12315,12189,14806,13813,68711,1071.8634205799333,987.5389362565976,935.7966199031914,1226.9783871403486,1256.7136031274886,1095.778193401512
2021-04-20T17:18:01.000Z,15207,15306,13406,12504,15467,71890,1079.8039718550667,927.421272703515,981.1932716694017,1271.6567498400511,1279.7646602443913,1107.9679852624852
2021-04-20T17:18:02.000Z,12899,13353,13060,15747,13477,68536,1204.6391193115746,985.2176289972291,1014.2336140888208,1274.6184035054296,1276.9623803517104,1151.134229250953
2021-04-20T17:18:03.000Z,12927,13641,13769,12556,14147,67040,1141.804285603775,933.426141778462,943.3677827002688,1298.6643039184453,1309.7043896232417,1125.3933807248386
2021-04-20T17:18:04.000Z,13447,13572,13513,14725,14671,69928,1110.2923328623485,926.6551724137931,939.6124472729964,1260.7047198641765,1367.0759321109672,1120.8681209048564
2021-04-20T17:18:05.000Z,14140,13955,13825,13368,12998,68286,1155.7207213578502,934.6221426012182,996.9214466546113,1295.02618192699,1391.10547776581,1154.679194061296
2021-04-20T17:18:06.000Z,13248,14900,12951,13273,11835,66207,1173.9208937198068,970.9719463087248,928.5320052505598,1267.9847811346342,1307.5550485847064,1129.7929349996864
2021-04-20T17:18:07.000Z,13599,13167,13789,14779,15758,71092,1085.0492683285536,921.1002506265664,925.9714264993836,1174.9169767913932,1242.5453737783982,1069.9166592048591
2021-04-20T17:18:08.000Z,14085,14620,15874,15329,14386,74294,1074.076819311324,930.0151162790697,827.7550711855865,1215.5924717855046,1287.2722786041986,1066.9423514331368
2021-04-20T17:18:09.000Z,13359,13485,13853,14789,13538,69024,1088.825361179729,906.874156470152,877.2019057243918,1240.117993102982,1267.8151130152164,1076.1669058984942
2021-04-20T17:18:10.000Z,15387,16264,15416,14185,14996,76248,1081.9814128810035,939.7532587309395,914.6009340944473,1300.8596404652803,1297.6114297145905,1106.961335177252
2021-04-20T17:18:11.000Z,13382,11650,12883,12367,13240,63522,1175.1510984905096,1030.4278111587982,929.3799580842972,1306.7947764211208,1366.216163141994,1161.593961459344
2021-04-20T17:18:12.000Z,13359,13642,14315,13272,13894,68482,1134.3474810988846,908.5447881542295,879.0920712539295,1228.0203435804701,1233.1074564560242,1076.6224281087075
2021-04-20T17:18:13.000Z,13789,14301,15418,15542,15973,75023,1146.5196896076582,868.7542129920985,856.7800622648851,1221.4730407926909,1278.748200087648,1074.455041148996
2021-04-20T17:18:14.000Z,12401,14870,14990,14441,13868,70570,1147.5443915813241,919.579892400807,906.8391594396264,1237.9471643238003,1284.307398327084,1099.2436012145286
2021-04-20T17:18:15.000Z,13678,14592,13081,13516,13555,68422,1091.5949700248575,923.3280564692982,894.9784420151365,1178.3458863569103,1141.2255256362967,1045.8945761004998
2021-04-20T17:18:16.000Z,14615,15254,15518,15788,16234.000000000002,77409,1071.9367088607594,889.0930247803855,905.0620569661039,1191.8020015201419,1237.1272637674017,1059.0042111789585
2021-04-20T17:18:17.000Z,14119,13346,13544,14579,14145,69733,1156.05113676606,965.332159448524,918.5449645599527,1253.2123602441868,1326.2131495227995,1123.8707541083045
2021-04-20T17:18:18.000Z,14180,14747,14860,12874,14428,71089,1160.5694640338504,921.1021902759884,901.2897711978466,1245.7769147118222,1344.3552120876075,1114.618710461423
2021-04-20T17:18:19.000Z,13646,14476,13039,15691,12525,69377,1100.60479261322,936.2652666482454,935.4018713091494,1232.0572302593844,1297.6345708582835,1100.3927463376567
2021-04-20T17:18:20.000Z,15209,14441,13888,14163,15330,73031,1069.5497402853573,911.3787133854996,929.1477534562212,1256.9190849396314,1238.4570776255707,1081.090473938456
2021-04-20T17:18:21.000Z,13556,13133,13793,13805,14411,68698,1112.461861906167,936.5914109495164,935.0893206699051,1226.5739949293734,1265.209007008535,1095.1851190926996
2021-04-20T17:18:22.000Z,13121,14715,15348,14812,13898,71894,1136.8974163554608,859.5860686374448,917.3741204065676,1249.3828652443965,1209.7057130522378,1074.5892367392216
2021-04-20T17:18:23.000Z,14780,14756,12390,13304,15914,71144,1087.0932341001353,951.4360260233126,949.9728813559323,1250.3680096211665,1353.5874073143145,1118.491511682972
