time,producer-service-1_throughput,total_throughput,producer-service-1_latency,average_latency
2021-04-14T17:54:48.000Z,3099,3099,0.7641174572442724,0.7641174572442724
2021-04-14T17:54:49.000Z,3089,3089,0.7730657170605374,0.7730657170605374
2021-04-14T17:54:50.000Z,3054,3054,0.7573673870333988,0.7573673870333988
2021-04-14T17:54:51.000Z,3079,3079,0.7674569665475803,0.7674569665475803
2021-04-14T17:54:52.000Z,2938,2938,0.7957794417971409,0.7957794417971409
2021-04-14T17:54:53.000Z,2940,2940,0.8057823129251701,0.8057823129251701
2021-04-14T17:54:54.000Z,3033,3033,0.7784371909000989,0.7784371909000989
2021-04-14T17:54:55.000Z,3090,3090,0.7592233009708738,0.7592233009708738
2021-04-14T17:54:56.000Z,3085,3085,0.7620745542949757,0.7620745542949757
2021-04-14T17:54:57.000Z,3021,3021,0.788480635551142,0.788480635551142
2021-04-14T17:54:58.000Z,3075,3075,0.7560975609756098,0.7560975609756098
2021-04-14T17:54:59.000Z,3066,3066,0.7625570776255708,0.7625570776255708
2021-04-14T17:55:00.000Z,3090,3090,0.7576051779935276,0.7576051779935276
2021-04-14T17:55:01.000Z,3062,3062,0.7622468974526453,0.7622468974526453
2021-04-14T17:55:02.000Z,3080,3080,0.7798701298701298,0.7798701298701298
2021-04-14T17:55:03.000Z,3108,3108,0.749034749034749,0.749034749034749
2021-04-14T17:55:04.000Z,3033,3033,0.783712495878668,0.783712495878668
2021-04-14T17:55:05.000Z,3078,3078,0.7667316439246263,0.7667316439246263
2021-04-14T17:55:06.000Z,3092,3092,0.7697283311772316,0.7697283311772316
2021-04-14T17:55:07.000Z,3057,3057,0.7684003925417076,0.7684003925417076
2021-04-14T17:55:08.000Z,3075,3075,0.7622764227642277,0.7622764227642277
2021-04-14T17:55:09.000Z,3079,3079,0.7570639818122767,0.7570639818122767
2021-04-14T17:55:10.000Z,3117,3117,0.7552133461661854,0.7552133461661854
2021-04-14T17:55:11.000Z,3096,3096,0.771640826873385,0.771640826873385
2021-04-14T17:55:12.000Z,3099,3099,0.766053565666344,0.766053565666344
2021-04-14T17:55:13.000Z,3008,3008,0.7912234042553191,0.7912234042553191
2021-04-14T17:55:14.000Z,3073,3073,0.7813211845102506,0.7813211845102506
2021-04-14T17:55:15.000Z,3083,3083,0.7658125202724619,0.7658125202724619
2021-04-14T17:55:16.000Z,3094,3094,0.7679379444085327,0.7679379444085327
2021-04-14T17:55:17.000Z,3106,3106,0.7537025112685125,0.7537025112685125
2021-04-14T17:55:18.000Z,3069,3069,0.7693059628543499,0.7693059628543499
2021-04-14T17:55:19.000Z,3084,3084,0.7558365758754864,0.7558365758754864
2021-04-14T17:55:20.000Z,3029,3029,0.774182898646418,0.774182898646418
2021-04-14T17:55:21.000Z,3093,3093,0.755900420303912,0.755900420303912
2021-04-14T17:55:22.000Z,3091,3091,0.775153671950825,0.775153671950825
2021-04-14T17:55:23.000Z,3069,3069,0.7601824698598892,0.7601824698598892
2021-04-14T17:55:24.000Z,3099,3099,0.7696030977734754,0.7696030977734754
2021-04-14T17:55:25.000Z,3113,3113,0.7532926437520077,0.7532926437520077
2021-04-14T17:55:26.000Z,3115,3115,0.7698234349919744,0.7698234349919744
2021-04-14T17:55:27.000Z,3056,3056,0.7797774869109948,0.7797774869109948
2021-04-14T17:55:28.000Z,3105,3105,0.7639291465378422,0.7639291465378422
2021-04-14T17:55:29.000Z,3124,3124,0.7397567221510883,0.7397567221510883
2021-04-14T17:55:30.000Z,3107,3107,0.757965883488896,0.757965883488896
2021-04-14T17:55:31.000Z,3112,3112,0.7586760925449871,0.7586760925449871
2021-04-14T17:55:32.000Z,3112,3112,0.7589974293059126,0.7589974293059126
2021-04-14T17:55:33.000Z,3115,3115,0.7563402889245586,0.7563402889245586
2021-04-14T17:55:34.000Z,3098,3098,0.7659780503550678,0.7659780503550678
2021-04-14T17:55:35.000Z,3092,3092,0.7606727037516171,0.7606727037516171
2021-04-14T17:55:36.000Z,3103,3103,0.7634547212375121,0.7634547212375121
2021-04-14T17:55:37.000Z,3111,3111,0.7595628415300546,0.7595628415300546
2021-04-14T17:55:38.000Z,3120,3120,0.7669871794871795,0.7669871794871795
2021-04-14T17:55:39.000Z,3116,3116,0.7512836970474968,0.7512836970474968
2021-04-14T17:55:40.000Z,3103,3103,0.7744118594908154,0.7744118594908154
2021-04-14T17:55:41.000Z,3101,3101,0.7626572073524669,0.7626572073524669
2021-04-14T17:55:42.000Z,3121,3121,0.768663889778917,0.768663889778917
2021-04-14T17:55:43.000Z,3079,3079,0.7554400779473855,0.7554400779473855
2021-04-14T17:55:44.000Z,3116,3116,0.7689345314505777,0.7689345314505777
2021-04-14T17:55:45.000Z,3145,3145,0.745945945945946,0.745945945945946
2021-04-14T17:55:46.000Z,3134,3134,0.7527121888959796,0.7527121888959796
2021-04-14T17:55:47.000Z,3114,3114,0.7591522157996147,0.7591522157996147
2021-04-14T17:55:48.000Z,3126,3126,0.7603966730646193,0.7603966730646193
2021-04-14T17:55:49.000Z,3111,3111,0.7688846030215365,0.7688846030215365
2021-04-14T17:55:50.000Z,3078,3078,0.7543859649122807,0.7543859649122807
2021-04-14T17:55:51.000Z,3109,3109,0.7616596976519782,0.7616596976519782
2021-04-14T17:55:52.000Z,3116,3116,0.7570603337612324,0.7570603337612324
2021-04-14T17:55:53.000Z,3107,3107,0.76890891535243,0.76890891535243
2021-04-14T17:55:54.000Z,3119,3119,0.7595383135620392,0.7595383135620392
2021-04-14T17:55:55.000Z,3098,3098,0.7569399612653325,0.7569399612653325
2021-04-14T17:55:56.000Z,3091,3091,0.7586541572306696,0.7586541572306696
2021-04-14T17:55:57.000Z,3113,3113,0.75907484741407,0.75907484741407
2021-04-14T17:55:58.000Z,3097,3097,0.759121730707136,0.759121730707136
2021-04-14T17:55:59.000Z,3128,3128,0.7563938618925832,0.7563938618925832
2021-04-14T17:56:00.000Z,3128,3128,0.7391304347826086,0.7391304347826086
2021-04-14T17:56:01.000Z,3112,3112,0.7561053984575835,0.7561053984575835
2021-04-14T17:56:02.000Z,3126,3126,0.7479206653870761,0.7479206653870761
2021-04-14T17:56:03.000Z,3106,3106,0.7556342562781713,0.7556342562781713
2021-04-14T17:56:04.000Z,3105,3105,0.7636070853462158,0.7636070853462158
2021-04-14T17:56:05.000Z,3089,3089,0.7656199417287148,0.7656199417287148
2021-04-14T17:56:06.000Z,3120,3120,0.753525641025641,0.753525641025641
2021-04-14T17:56:07.000Z,3127,3127,0.769107771026543,0.769107771026543
2021-04-14T17:56:08.000Z,3126,3126,0.7482405630198337,0.7482405630198337
2021-04-14T17:56:09.000Z,3115,3115,0.755056179775281,0.755056179775281
2021-04-14T17:56:10.000Z,3136,3136,0.7369260204081632,0.7369260204081632
2021-04-14T17:56:11.000Z,3122,3122,0.7671364509929532,0.7671364509929532
2021-04-14T17:56:12.000Z,3129,3129,0.7503994886545222,0.7503994886545222
2021-04-14T17:56:13.000Z,3074,3074,0.7667534157449577,0.7667534157449577
2021-04-14T17:56:14.000Z,3130,3130,0.753035143769968,0.753035143769968
2021-04-14T17:56:15.000Z,3116,3116,0.7522464698331194,0.7522464698331194
2021-04-14T17:56:16.000Z,3104,3104,0.7648195876288659,0.7648195876288659
2021-04-14T17:56:17.000Z,3103,3103,0.7624879149210442,0.7624879149210442
2021-04-14T17:56:18.000Z,3131,3131,0.7537527946343021,0.7537527946343021
2021-04-14T17:56:19.000Z,3115,3115,0.7601926163723917,0.7601926163723917
